"","Species","Scientific","Old_LongTerm","Old_Current","Old_Range","Old_Priority","New_LongTerm","New_Current","New_Range","New_Priority","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","rangelci","rangemean","rangerci","Change_LongTerm","Change_Current","Change_Range","Change_Priority","Cat_LongTerm","Cat_Current","Cat_Range","Cat_Priority","First_Category"
"158","Gray-throated Martin","Riparia chinensis","Decline","Trend Inconclusive","Large","Moderate","Trend Inconclusive","Stable","Large","Low",-47.4463211084021,-33.948850817247,-16.3112297516562,-2.18059284769866,-0.356447311927923,1.46769822384281,794334,794969,795604,"<span style='color:black' title='(-47.4, -33.9, -16.3) [Threshold: NA]'>Decline → Trend Inconclusive</span>","<span style='color:blue' title='(-2.2, -0.4, 1.5) [Threshold: None]'>Trend Inconclusive → Stable</span>","Large","<span style='color:blue'>Moderate → Low</span>",NA,NA,NA,"Moderate → Low","Moderate → Low"
"159","Dusky Crag-Martin","Ptyonoprogne concolor","Decline","Trend Inconclusive","Very Large","Moderate","Trend Inconclusive","Trend Inconclusive","Very Large","Low",-40.9955834923985,-31.5753428893343,-19.8154274114254,1.22266718669432,2.44948515289132,3.67630311908832,1216859,1217428,1217997,"<span style='color:black' title='(-41.0, -31.6, -19.8) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Trend Inconclusive","Very Large","<span style='color:blue'>Moderate → Low</span>",NA,NA,NA,"Moderate → Low","Moderate → Low"
"160","Striated Bulbul","Alcurus striatus","Insufficient Data","Decline","Moderate","Moderate","Insufficient Data","Trend Inconclusive","Moderate","Low",NA,NA,NA,-6.39848620175145,-3.19959073094802,-0.000695260144595089,68527,68958,69389,"Insufficient Data","<span style='color:black' title='(-6.4, -3.2, -0.0) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Moderate","<span style='color:blue'>Moderate → Low</span>",NA,NA,"Moderate","Moderate → Low","Moderate → Low"
"161","Yellow-browed Bulbul","Acritillas indica","Rapid Decline","Stable","Moderate","Moderate","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-77.3233034218543,-55.6526442676947,-12.9577814289014,-5.12248318708821,-0.237902701269254,4.6466777845497,129278,129385,129492,"<span style='color:black' title='(-77.3, -55.7, -13.0) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","<span style='color:black' title='(-5.1, -0.2, 4.6) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","<span style='color:blue'>Moderate → Low</span>",NA,NA,"Moderate","Moderate → Low","Moderate → Low"
"162","Mountain Bulbul","Ixos mcclellandii","Stable","Decline","Moderate","Moderate","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-47.1091086111306,0.127161725795006,87.544126920221,-4.97188763532063,-0.868469787515715,3.2349480602892,114552,114996,115440,"<span style='color:black' title='(-47.1, 0.1, 87.5) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:black' title='(-5.0, -0.9, 3.2) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Moderate","<span style='color:blue'>Moderate → Low</span>",NA,NA,"Moderate","Moderate → Low","Moderate → Low"
"163","Square-tailed Bulbul","Hypsipetes ganeesa","Rapid Decline","Trend Inconclusive","Moderate","Moderate","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-78.2944007528556,-64.7704604518098,-41.7077501485219,-1.77868188962968,3.04065978189933,7.86000145342833,83561,83736,83911,"<span style='color:black' title='(-78.3, -64.8, -41.7) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","Trend Inconclusive","Moderate","<span style='color:blue'>Moderate → Low</span>",NA,NA,"Moderate","Moderate → Low","Moderate → Low"
"164","Flame-throated Bulbul","Rubigula gularis","Decline","Stable","Moderate","Moderate","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-73.9265123089689,-46.2141785962246,15.492742970526,-5.79700202658134,0.533121293758956,6.86324461409925,89089,89181,89273,"<span style='color:black' title='(-73.9, -46.2, 15.5) [Threshold: NA]'>Decline → Trend Inconclusive</span>","<span style='color:black' title='(-5.8, 0.5, 6.9) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","<span style='color:blue'>Moderate → Low</span>",NA,NA,"Moderate","Moderate → Low","Moderate → Low"
"165","Yellow-throated Bulbul","Pycnonotus xantholaemus","Insufficient Data","Trend Inconclusive","Moderate","Moderate","Insufficient Data","Trend Inconclusive","Moderate","Low",NA,NA,NA,-6.39778418515997,-2.50449289569844,1.38879839376309,104457,104897,105337,"Insufficient Data","Trend Inconclusive","Moderate","<span style='color:blue'>Moderate → Low</span>",NA,NA,"Moderate","Moderate → Low","Moderate → Low"
"166","Ashy-throated Warbler","Phylloscopus maculipennis","Decline","Trend Inconclusive","Moderate","Moderate","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-74.4163963061364,-55.5557127195253,-19.3270303498808,-1.13906401700048,5.61559831708327,12.370260651167,104421,104774,105127,"<span style='color:black' title='(-74.4, -55.6, -19.3) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Trend Inconclusive","Moderate","<span style='color:blue'>Moderate → Low</span>",NA,NA,"Moderate","Moderate → Low","Moderate → Low"
"167","Lemon-rumped Warbler","Phylloscopus chloronotus","Decline","Trend Inconclusive","Moderate","Moderate","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-60.7491004165662,-41.4990188653603,-14.4776162471613,-0.244567681792212,3.86475107613877,7.97406983406976,209675,210079,210483,"<span style='color:black' title='(-60.7, -41.5, -14.5) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Trend Inconclusive","Moderate","<span style='color:blue'>Moderate → Low</span>",NA,NA,"Moderate","Moderate → Low","Moderate → Low"
"168","Large-billed Leaf Warbler","Phylloscopus magnirostris","Rapid Decline","Trend Inconclusive","Moderate","Moderate","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-73.0834628785581,-60.1555876081794,-40.3575248742569,4.84271305696012,12.0929818633778,19.3432506697954,107651,107854,108057,"<span style='color:black' title='(-73.1, -60.2, -40.4) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","Trend Inconclusive","Moderate","<span style='color:blue'>Moderate → Low</span>",NA,NA,"Moderate","Moderate → Low","Moderate → Low"
"169","Western Crowned Warbler","Phylloscopus occipitalis","Rapid Decline","Trend Inconclusive","Moderate","Moderate","Trend Inconclusive","Stable","Moderate","Low",-78.0770658656904,-66.5312482084122,-47.2685750587689,-3.53166194928288,-1.06260984752119,1.40644225424049,162023,162574,163125,"<span style='color:black' title='(-78.1, -66.5, -47.3) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","<span style='color:blue' title='(-3.5, -1.1, 1.4) [Threshold: None]'>Trend Inconclusive → Stable</span>","Moderate","<span style='color:blue'>Moderate → Low</span>",NA,NA,"Moderate","Moderate → Low","Moderate → Low"
"170","Stripe-throated Yuhina","Yuhina gularis","Insufficient Data","Decline","Moderate","Moderate","Insufficient Data","Trend Inconclusive","Moderate","Low",NA,NA,NA,-7.00901455714813,-3.78792266273009,-0.566830768312048,67383,67811,68239,"Insufficient Data","<span style='color:black' title='(-7.0, -3.8, -0.6) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Moderate","<span style='color:blue'>Moderate → Low</span>",NA,NA,"Moderate","Moderate → Low","Moderate → Low"
"171","Dark-fronted Babbler","Dumetia atriceps","Rapid Decline","Stable","Moderate","Moderate","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-81.0395271107974,-65.795022718996,-35.3576311542493,-6.23558307379302,-1.87779021390467,2.48000264598368,85491,85642,85793,"<span style='color:black' title='(-81.0, -65.8, -35.4) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","<span style='color:black' title='(-6.2, -1.9, 2.5) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","<span style='color:blue'>Moderate → Low</span>",NA,NA,"Moderate","Moderate → Low","Moderate → Low"
"172","Rufous-winged Fulvetta","Schoeniparus castaneceps","Insufficient Data","Trend Inconclusive","Restricted","Moderate","Insufficient Data","Trend Inconclusive","Moderate","Low",NA,NA,NA,-5.02074353941742,0.00764886097781287,5.03604126137305,50612,51005,51398,"Insufficient Data","Trend Inconclusive","<span style='color:blue' title='(50,612, 51,005, 51,398) [Threshold: 42,500<x<250,000]'>Restricted → Moderate</span>","<span style='color:blue'>Moderate → Low</span>",NA,NA,NA,"Moderate → Low","Moderate → Low"
"173","Rufous Babbler","Argya subrufa","Decline","Stable","Moderate","Moderate","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-60.8199340783683,-32.3871092276979,15.437347778826,-3.79428678974864,0.213272137792843,4.22083106533433,109478,109630,109782,"<span style='color:black' title='(-60.8, -32.4, 15.4) [Threshold: NA]'>Decline → Trend Inconclusive</span>","<span style='color:black' title='(-3.8, 0.2, 4.2) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","<span style='color:blue'>Moderate → Low</span>",NA,NA,"Moderate","Moderate → Low","Moderate → Low"
"174","Common Babbler","Argya caudata","Decline","Trend Inconclusive","Very Large","Moderate","Trend Inconclusive","Stable","Very Large","Low",-34.5464590511261,-19.2760635037803,0.515966002821003,-2.07876291731948,-0.661155578332431,0.756451760654617,1125685,1126187,1126689,"<span style='color:black' title='(-34.5, -19.3, 0.5) [Threshold: NA]'>Decline → Trend Inconclusive</span>","<span style='color:blue' title='(-2.1, -0.7, 0.8) [Threshold: None]'>Trend Inconclusive → Stable</span>","Very Large","<span style='color:blue'>Moderate → Low</span>",NA,NA,NA,"Moderate → Low","Moderate → Low"
"175","Velvet-fronted Nuthatch","Sitta frontalis","Decline","Trend Inconclusive","Moderate","Moderate","Trend Inconclusive","Stable","Large","Low",-55.7047042643612,-40.0054915392747,-19.7251796291035,-0.813006257212779,1.48991141986365,3.79282909694008,284689,285064,285439,"<span style='color:black' title='(-55.7, -40.0, -19.7) [Threshold: NA]'>Decline → Trend Inconclusive</span>","<span style='color:blue' title='(-0.8, 1.5, 3.8) [Threshold: None]'>Trend Inconclusive → Stable</span>","<span style='color:blue' title='(284,689, 285,064, 285,439) [Threshold: 250,000<x<1,000,000]'>Moderate → Large</span>","<span style='color:blue'>Moderate → Low</span>",NA,NA,"Moderate","Moderate → Low","Moderate → Low"
"176","Orange-headed Thrush","Geokichla citrina","Decline","Trend Inconclusive","Large","Moderate","Trend Inconclusive","Trend Inconclusive","Large","Low",-47.9352263848361,-37.6174794990163,-24.7930849401047,-2.86134248241941,-1.85840711760082,-0.85547175278222,552880,553372,553864,"<span style='color:black' title='(-47.9, -37.6, -24.8) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Trend Inconclusive","Large","<span style='color:blue'>Moderate → Low</span>",NA,NA,NA,"Moderate → Low","Moderate → Low"
"177","Black-breasted Thrush","Turdus dissimilis","Insufficient Data","Insufficient Data","Restricted","Moderate","Insufficient Data","Insufficient Data","Moderate","Low",NA,NA,NA,NA,NA,NA,46247,46810,47373,"Insufficient Data","Insufficient Data","<span style='color:blue' title='(46,247, 46,810, 47,373) [Threshold: 42,500<x<250,000]'>Restricted → Moderate</span>","<span style='color:blue'>Moderate → Low</span>",NA,NA,NA,"Moderate → Low","Moderate → Low"
"178","White-collared Blackbird","Turdus albocinctus","Rapid Decline","Trend Inconclusive","Moderate","Moderate","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-85.3691865901515,-70.5190240920591,-38.5231826560795,-7.06258427569986,-3.69918509314942,-0.335785910598982,64372,64721,65070,"<span style='color:black' title='(-85.4, -70.5, -38.5) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","Trend Inconclusive","Moderate","<span style='color:blue'>Moderate → Low</span>",NA,NA,"Moderate","Moderate → Low","Moderate → Low"
"179","Indian Blue Robin","Larvivora brunnea","Decline","Stable","Moderate","Moderate","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-56.8204420244885,-35.7844318383925,0.575946371781995,-2.44689525594828,0.612636115799078,3.67216748754643,113118,113436,113754,"<span style='color:black' title='(-56.8, -35.8, 0.6) [Threshold: NA]'>Decline → Trend Inconclusive</span>","<span style='color:black' title='(-2.4, 0.6, 3.7) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","<span style='color:blue'>Moderate → Low</span>",NA,NA,"Moderate","Moderate → Low","Moderate → Low"
"180","Bluethroat","Luscinia svecica","Trend Inconclusive","Decline","Large","Moderate","Stable","Trend Inconclusive","Large","Low",-26.6971077486622,-7.32100274053781,18.247053418289,-2.99351101412595,-1.49602899256129,0.0014530290033643,991250,991887,992524,"<span style='color:blue' title='(-26.7, -7.3, 18.2) [Threshold: None]'>Trend Inconclusive → Stable</span>","<span style='color:black' title='(-3.0, -1.5, 0.0) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Large","<span style='color:blue'>Moderate → Low</span>",NA,NA,NA,"Moderate → Low","Moderate → Low"
"181","Malabar Whistling-Thrush","Myophonus horsfieldii","Decline","Stable","Moderate","Moderate","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-51.0651551478492,-27.598244798694,8.39866151334699,-2.08739885073873,0.863142988101169,3.81368482694107,191202,191482,191762,"<span style='color:black' title='(-51.1, -27.6, 8.4) [Threshold: NA]'>Decline → Trend Inconclusive</span>","<span style='color:black' title='(-2.1, 0.9, 3.8) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","<span style='color:blue'>Moderate → Low</span>",NA,NA,"Moderate","Moderate → Low","Moderate → Low"
"182","Little Forktail","Enicurus scouleri","Trend Inconclusive","Decline","Moderate","Moderate","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-47.6166217084049,-21.052744016857,15.757876526322,-5.62484243951411,-3.46734996662021,-1.30985749372632,138994,139492,139990,"Trend Inconclusive","<span style='color:black' title='(-5.6, -3.5, -1.3) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Moderate","<span style='color:blue'>Moderate → Low</span>",NA,NA,"Moderate","Moderate → Low","Moderate → Low"
"183","Slaty-backed Forktail","Enicurus schistaceus","Insufficient Data","Decline","Moderate","Moderate","Insufficient Data","Decline","Moderate","Low",NA,NA,NA,-7.43361071086805,-4.87676702762967,-2.31992334439128,97687,98211,98735,"Insufficient Data","Decline","Moderate","<span style='color:blue'>Moderate → Low</span>",NA,NA,"Moderate","Moderate → Low","Moderate → Low"
"184","Sapphire Flycatcher","Ficedula sapphira","Insufficient Data","Insufficient Data","Restricted","Moderate","Insufficient Data","Insufficient Data","Moderate","Low",NA,NA,NA,NA,NA,NA,41765,42331,42897,"Insufficient Data","Insufficient Data","<span style='color:blue' title='(41,765, 42,331, 42,897) [Threshold: 42,500<x<250,000]'>Restricted → Moderate</span>","<span style='color:blue'>Moderate → Low</span>",NA,NA,NA,"Moderate → Low","Moderate → Low"
"185","Little Pied Flycatcher","Ficedula westermanni","Decline","Trend Inconclusive","Moderate","Moderate","Trend Inconclusive","Stable","Moderate","Low",-56.6419512930129,-35.8926013056694,-1.997712669222,-3.50959994657675,-0.988888290287796,1.53182336600116,170983,171521,172059,"<span style='color:black' title='(-56.6, -35.9, -2.0) [Threshold: NA]'>Decline → Trend Inconclusive</span>","<span style='color:blue' title='(-3.5, -1.0, 1.5) [Threshold: None]'>Trend Inconclusive → Stable</span>","Moderate","<span style='color:blue'>Moderate → Low</span>",NA,NA,"Moderate","Moderate → Low","Moderate → Low"
"186","Rusty-tailed Flycatcher","Ficedula ruficauda","Rapid Decline","Stable","Moderate","Moderate","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-79.5734728339117,-65.5370070944919,-40.2609634751855,-5.23501318010138,-2.39025730733177,0.45449856543783,64250,64481,64712,"<span style='color:black' title='(-79.6, -65.5, -40.3) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","<span style='color:black' title='(-5.2, -2.4, 0.5) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","<span style='color:blue'>Moderate → Low</span>",NA,NA,"Moderate","Moderate → Low","Moderate → Low"
"187","Blue-fronted Redstart","Phoenicurus frontalis","Decline","Stable","Moderate","Moderate","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-67.9319812171801,-48.3591087903519,-15.4990147937967,-4.39350841817097,-1.57885507009397,1.23579827798304,169684,170059,170434,"<span style='color:black' title='(-67.9, -48.4, -15.5) [Threshold: NA]'>Decline → Trend Inconclusive</span>","<span style='color:black' title='(-4.4, -1.6, 1.2) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","<span style='color:blue'>Moderate → Low</span>",NA,NA,"Moderate","Moderate → Low","Moderate → Low"
