EnglishName,CriteriaD_Category,CriteriaD_String,MinMaturePop,MaxMaturePop,MinPop,MaxPop,Min Breeding Pop Percent,Max Breeding Pop Percent,Male Ratio,Largest_Sub_Pop,MaxAOO,Locations,GenerationLength,OneGen,ThreeGen,TimeToVU,TimeToEN,TimeToCR,PlausibleThreat_VU,PlausibleThreat_NT,CR_D,EN_D,VU_D1,NT_D1,VU_D2,NT_D2,CR_D_triggers,EN_D_triggers,VU_D_triggers,NT_D_triggers
Red-breasted Flycatcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82,2.82,8.459999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Verditer Flycatcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89,2.89,8.67,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Chestnut-tailed Starling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37,3.37,10.11,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Chestnut-tailed Starling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37,3.37,10.11,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Paddyfield Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65,2.65,7.949999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-crested Bulbul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97,3.97,11.91,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Bar-winged Flycatcher-shrike,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68,2.68,8.040000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Indian Nuthatch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98,2.98,8.94,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Pale-chinned Flycatcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232026,NA,3.23,3.23,9.69,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Scarlet Minivet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,3.4,10.2,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Scarlet Minivet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,3.4,10.2,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-throated Munia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23,2.23,6.6899999999999995,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Fulvous-breasted Woodpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19,3.19,9.57,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Green-crowned Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289870,NA,2.54,2.54,7.62,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Grey-headed Canary-Flycatcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,7.199999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Large Woodshrike,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412597,NA,3.48,3.48,10.44,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Rosy Minivet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667608,NA,2.95,2.95,8.850000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Pin-striped Tit-Babbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64,2.64,7.92,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Pale-footed Bush Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163397,NA,2.55,2.55,7.6499999999999995,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Pied Thrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365752,NA,3.79,3.79,11.370000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Indian Pied Starling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76,3.76,11.28,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-winged Stilt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.69,6.69,20.07,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Common Snipe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.26,4.26,12.78,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Pacific Golden-Plover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61,4.61,13.830000000000002,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
River Lapwing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,4.5,13.5,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Jungle Owlet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18,4.18,12.54,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Grey-bellied Cuckoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76,3.76,11.28,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Tawny Pipit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37,2.37,7.11,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Thick-billed Flowerpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,7.800000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-eyed Buzzard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.84,5.84,17.52,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Laggar Falcon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490356,NA,6.05,6.05,18.15,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Small Pratincole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22,3.22,9.66,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Jungle Bush-Quail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67,3.67,11.01,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White Stork,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390353,NA,13.09,13.09,39.269999999999996,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Great Thick-knee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.24,8.24,24.72,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Painted Sandgrouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.03,4.03,12.09,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Asian Woolly-necked Stork,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.78,9.78,29.339999999999996,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Cotton Pygmy-Goose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.73,4.73,14.190000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Greater Painted-Snipe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92,3.92,11.76,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Mottled Wood-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.51,6.51,19.53,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Red Munia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78,2.78,8.34,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Buff-bellied Pipit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2154,NA,2.34,2.34,7.02,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
European Nightjar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3891,NA,3.16,3.16,9.48,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Gadwall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.41,4.41,13.23,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Marbled Duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3008,NA,4.28,4.28,12.84,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Tufted Duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.01,6.01,18.03,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-winged Kite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.79,4.79,14.370000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-headed Bunting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78,2.78,8.34,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Bristled Grassbird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598893,NA,3.12,3.12,9.36,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Grey-headed Fish-Eagle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.62,9.62,28.86,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Grey-headed Swamphen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85,5.85,17.549999999999997,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-naped Woodpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.06,6.06,18.18,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Chinese Vivid Niltava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35048,NA,3.25,3.25,9.75,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Slaty-legged Crake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486922,NA,3.85,3.85,11.55,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-bellied Woodpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.49,4.49,13.47,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Short-toed Snake-Eagle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.72,11.72,35.160000000000004,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Alpine Swift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.99,7.99,23.97,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-crowned Night Heron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97,6.97,20.91,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Oriental Darter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.15,6.15,18.450000000000003,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
River Tern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.68,6.68,20.04,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Wire-tailed Swallow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57,2.57,7.709999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Southern Hill Myna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.05,6.05,18.15,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Crested Serpent-Eagle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.12,8.12,24.36,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Hair-crested Drongo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71,3.71,11.129999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Indian Scops-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37,3.37,10.11,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Thick-billed Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12,3.12,9.36,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Knob-billed Duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.38,7.38,22.14,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Red-crested Pochard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.15,6.15,18.450000000000003,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Eurasian Spoonbill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.72,9.72,29.160000000000004,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-necked Crane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7170,NA,13.58,13.58,40.74,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Ward's Trogon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40761,NA,4.6,4.6,13.799999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Mishmi Wren-Babbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2101,NA,2.3,2.3,6.8999999999999995,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Northern Lapwing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417706,NA,6,6,18,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-tailed Iora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78,2.78,8.34,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
West Himalayan Bush Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138247,NA,2.39,2.39,7.17,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Crow-billed Drongo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209181,NA,3.15,3.15,9.45,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Slender-billed Babbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13120,NA,5.26,5.26,15.78,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Smoky Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99419,NA,2.69,2.69,8.07,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Yellow-bellied Prinia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08,2.08,6.24,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Brown Rock Chat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,2.42,7.26,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Siberian Rubythroat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532349,NA,2.82,2.82,8.459999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black Bulbul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,3.8,11.399999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-naped Oriole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02,4.02,12.059999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-throated Tit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Crimson Sunbird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44,2.44,7.32,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Fire-breasted Flowerpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37,2.37,7.11,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Grey-chinned Minivet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87668,NA,2.86,2.86,8.58,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Little Pied Flycatcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,3.09,9.27,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Maroon Oriole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77,3.77,11.31,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Mountain Bulbul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114405,NA,3.61,3.61,10.83,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Mountain Tailorbird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90292,NA,2.25,2.25,6.75,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Orange-bellied Leafbird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22,3.22,9.66,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Ruby-cheeked Sunbird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179075,NA,2.75,2.75,8.25,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Short-billed Minivet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121213,NA,2.93,2.93,8.790000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Streaked Spiderhunter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,3.65,10.95,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Sultan Tit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81959,NA,3.01,3.01,9.03,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Yellow-cheeked Tit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95968,NA,2.72,2.72,8.16,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Grey-throated Martin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53,2.53,7.59,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Abbott's Babbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126866,NA,3.06,3.06,9.18,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Dusky Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65,2.65,7.949999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Eastern Yellow Wagtail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71,2.71,8.129999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-throated Fantail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39,2.39,7.17,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Mangrove Whistler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5017,NA,4.66,4.66,13.98,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Greater Flameback,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.35,5.35,16.049999999999997,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Baikal Bush Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55330,NA,2.25,2.25,6.75,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Stripe-breasted Woodpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16102,NA,3,3,9,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Moustached Laughingthrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3582,NA,4.01,4.01,12.03,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Brown-capped Laughingthrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4918,NA,3.77,3.77,11.31,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-browed Laughingthrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3127,NA,3.95,3.95,11.850000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Hume's Treecreeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,931,NA,2.31,2.31,6.93,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Little Heron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35,4.35,13.049999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Long-billed Thrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99977,NA,4,4,12,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Maroon-backed Accentor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26607,NA,3.7,3.7,11.100000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-browed Bush-Robin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28280,NA,2.94,2.94,8.82,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Buff-throated Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15805,NA,2.47,2.47,7.41,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Mount Victoria Babax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,2,3.49,3.49,10.47,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Himalayan Thrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7213,NA,3.48,3.48,10.44,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Little Stint,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.26,4.26,12.78,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Western Hooded Pitta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121032,NA,3.63,3.63,10.89,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Indian Peafowl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.91,8.91,26.73,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Common Hill Myna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.15,6.15,18.450000000000003,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Oriental Reed Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2420,NA,3.61,3.61,10.83,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
