"gridg0","group.id","month","timegroups"
"224526","S204667137",2,"before 2000"
"238757","S16910532",6,"before 2000"
"224526","S16910315",6,"before 2000"
"224526","S181546555",6,"before 2000"
"224525","S184688321",3,"before 2000"
"224525","S184689401",3,"before 2000"
"269971","S22740994",12,"before 2000"
"281022","S69317247",8,"before 2000"
"224526","S197656218",1,"before 2000"
"244034","S12542446",1,"before 2000"
"244034","S12542339",1,"before 2000"
"244034","S12543275",1,"before 2000"
"244034","S12543243",1,"before 2000"
"269312","S28663424",3,"before 2000"
"254442","S43693991",11,"before 2000"
"255104","S43719315",12,"before 2000"
"255105","S43719994",12,"before 2000"
"224526","S41447898",2,"before 2000"
"224526","S41445447",2,"before 2000"
"224526","S41442596",2,"before 2000"
"222578","S25915234",4,"before 2000"
"222578","S25926253",4,"before 2000"
"278429","S12275556",4,"before 2000"
"224526","S25976026",4,"before 2000"
"228422","S25989040",4,"before 2000"
"224526","S25915439",4,"before 2000"
"249244","S43638723",5,"before 2000"
"223228","S105701039",1,"before 2000"
"244686","S144925948",1,"before 2000"
"244686","S105706506",1,"before 2000"
"244686","S65006553",1,"before 2000"
"244686","S144926606",1,"before 2000"
"261561","S57216322",4,"before 2000"
"223877","S57216375",4,"before 2000"
"224526","S57216473",4,"before 2000"
"244686","S57652634",3,"before 2000"
"238756","S23787922",5,"before 2000"
"238104","S46832281",2,"before 2000"
"238105","S46830257",8,"before 2000"
"237455","S46831970",8,"before 2000"
"223228","S156520524",4,"before 2000"
"222578","S156066357",4,"before 2000"
"223228","S156519283",4,"before 2000"
"223228","S156150420",4,"before 2000"
"223228","S156149468",4,"before 2000"
"222578","S156025458",4,"before 2000"
"222578","S155959512",4,"before 2000"
"216697","S22139500",1,"before 2000"
"224526","S57216390",4,"before 2000"
"225099","S7065740",6,"before 2000"
"240651","S188914293",7,"before 2000"
"244686","G3931997",12,"before 2000"
"224526","S20378096",3,"before 2000"
"244686","S102672923",3,"before 2000"
"222578","S68129536",4,"before 2000"
"222578","S68598412",4,"before 2000"
"222578","S68129533",4,"before 2000"
"222578","S68598411",4,"before 2000"
"223877","S68129538",4,"before 2000"
"223877","S68129537",4,"before 2000"
"224525","S74172778",5,"before 2000"
"220589","S45097884",6,"before 2000"
"251831","S46004369",1,"before 2000"
"268033","S19464103",3,"before 2000"
"222578","S94540682",2,"2000-2006"
"222579","S94539985",2,"2000-2006"
"224526","S144722612",3,"2000-2006"
"224526","S144723932",3,"2000-2006"
"224526","S144730392",3,"2000-2006"
"261561","S49905854",8,"2000-2006"
"238756","S204387024",9,"2000-2006"
"261561","S49905837",9,"2000-2006"
"223877","S188915076",1,"2000-2006"
"244686","S57749277",1,"2000-2006"
"288833","S328323558",2,"2000-2006"
"284918","S203627636",2,"2000-2006"
"287520","S203687265",2,"2000-2006"
"257662","S48560041",2,"2000-2006"
"245336","S203713206",3,"2000-2006"
"245336","S203714449",3,"2000-2006"
"216701","S22123049",4,"2000-2006"
"216701","S22123048",4,"2000-2006"
"216701","S22123050",5,"2000-2006"
"216699","S22139114",5,"2000-2006"
"216699","S22139111",5,"2000-2006"
"216699","S22139112",5,"2000-2006"
"216699","S22139110",5,"2000-2006"
"216699","S22139142",5,"2000-2006"
"216699","S22139113",5,"2000-2006"
"224523","S22139116",6,"2000-2006"
"224523","S22139145",6,"2000-2006"
"224523","S22139143",6,"2000-2006"
"224523","S22139118",6,"2000-2006"
"224523","S22139115",6,"2000-2006"
"224523","S22139144",6,"2000-2006"
"224523","S22139117",6,"2000-2006"
"261561","S35240792",10,"2000-2006"
"236209","S35240475",10,"2000-2006"
"259613","S19462968",1,"2000-2006"
