"eBird.English.Name.2022","eBird.Scientific.Name.2022","eBird.Code","Order","Family","SOIB.Concern.Status","SOIB.Long.Term.Status","SOIB.Current.Status","SOIB.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2023.lci","proj2023.mean","proj2023.rci","proj2024.lci","proj2024.mean","proj2024.rci","proj2025.lci","proj2025.mean","proj2025.rci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","SOIBv2.Long.Term.Status","SOIBv2.Current.Status","SOIBv2.Priority.Status"
"Common Tailorbird","Orthotomus sutorius","comtai1","Passeriformes","Cisticolidae (Cisticolas and Allies)","Low","Stable","Moderate Increase","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","None","Resident",NA,NA,"Common Tailorbird","Orthotomus sutorius","Common Tailorbird","Orthotomus sutorius","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",3277,0.0881904180653036,0.457506866036009,0.602380225816295,9.19377479401892,0.216002101316514,28.466252575312,48.085982882976,71.23538622829,3.03708664112464,5.12162600115982,7.20616536119499,128.243380611529,142.301226996154,158.026127631725,131.642864347482,148.821883030811,168.429609520269,135.072524761159,155.64985536987,179.628475492107,138.556019477333,162.800006409432,191.653918686469,142.108441382445,170.287934656094,204.549547786773,145.740300925419,178.130012001615,218.367684234873,149.459532288275,186.343422924528,233.167656350586,"Increase","Rapid Increase","Low"
"Dark-necked Tailorbird","Orthotomus atrogularis","dantai1","Passeriformes","Cisticolidae (Cisticolas and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident",NA,NA,"Dark-necked Tailorbird","Orthotomus atrogularis","Dark-necked Tailorbird","Orthotomus atrogularis","Least Concern","Schedule-II","","Appendix II",NA,"","","",76,0.0789473684210526,0.266447368421053,0.328947368421053,10.1578947368421,1.36488459630067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Himalayan Prinia","Prinia crinigera","strpri2","Passeriformes","Cisticolidae (Cisticolas and Allies)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Grassland & Scrub","Resident & Altitudinal Migrant",NA,NA,"Himalayan Prinia","Prinia crinigera","Striated Prinia","Prinia crinigera","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",195,0.128205128205128,0.367307692307692,0.41025641025641,11.4974358974359,0.825880954921233,-30.7664752469074,-8.38143271426981,22.868263045318,0.999474986490322,4.40165205210804,7.80382911772577,113.587588340839,134.356545711418,159.182338883183,114.58609249687,139.673014363774,170.639333612979,115.519546243888,145.221891504387,183.11688043872,116.421484021109,151.014122477629,196.657729431564,117.311767241831,157.0612005779,211.324745301411,118.202889820554,163.375195931575,227.195163447178,119.103148046953,169.96878596987,244.358032112255,"Stable","eBird Data Indecisive","Low"
"Black-throated Prinia","Prinia atrogularis","hilpri1","Passeriformes","Cisticolidae (Cisticolas and Allies)","Moderate","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Invertebrate","No","No","Yes","Eastern Himalayas","Grassland & Scrub","Resident",NA,NA,"Black-throated Prinia","Prinia atrogularis","Black-throated Prinia","Prinia atrogularis","Least Concern","Schedule-II","","Appendix II",NA,"","","X",36,0.222222222222222,0.444444444444444,0.583333333333333,11.5,2.28666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
"Rufous-crowned Prinia","Prinia khasiana","bktpri2","Passeriformes","Cisticolidae (Cisticolas and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Himalayas","Grassland & Scrub","Resident",NA,NA,"Rufous-crowned Prinia","Prinia khasiana","Rufous-crowned Prinia","Prinia khasiana","Least Concern","Schedule-II","","Appendix II",NA,"","","X",31,0.032258064516129,0.306451612903226,0.483870967741935,8.25806451612903,1.50719855305172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient",NA
"Hill Prinia","Prinia superciliaris","hilpri2","Passeriformes","Cisticolidae (Cisticolas and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Grassland & Scrub","Resident",NA,NA,"Hill Prinia","Prinia superciliaris","Hill Prinia","Prinia superciliaris","Least Concern","Schedule-II","","Appendix II",NA,"","","",8,NA,0.34375,0.5,5.625,2.34081716500883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray-crowned Prinia","Prinia cinereocapilla","gycpri1","Passeriformes","Cisticolidae (Cisticolas and Allies)","High","Data Deficient","Data Deficient","Very Restricted","Diurnal","Diurnal","Invertebrate","No","Yes","Yes","Indian Subcontinent","Grassland & Scrub","Resident",NA,NA,"Grey-crowned Prinia","Prinia cinereocapilla","Grey-crowned Prinia","Prinia cinereocapilla","Vulnerable","Schedule-I","","Appendix II",NA,"","X","X",5,NA,0.5,0.6,22.4,2.88059993751302,NA,NA,NA,-17.7144747089158,-2.5488207183978,12.6168332721202,13.3541922933545,53.9657520902479,229.182329698906,10.0602734377676,52.2983801672758,291.385964563015,7.5601284555662,50.9213624431674,376.433346153564,5.68150585775949,49.8178068837902,493.014099314127,4.27606699474291,48.975186614656,653.850568954441,3.2259574659921,48.3851310990881,877.627592240362,2.44090944332932,48.0433244741818,1192.02221561602,"eBird Data Deficient","eBird Data Indecisive","High"
"Rufous-fronted Prinia","Prinia buchanani","rufpri2","Passeriformes","Cisticolidae (Cisticolas and Allies)","High","Strong Decline","Strong Decline","Large","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Grassland & Scrub","Resident",NA,NA,"Rufous-fronted Prinia","Prinia buchanani","Rufous-fronted Prinia","Prinia buchanani","Least Concern","Schedule-I","","Appendix II",NA,"X","X","X",422,0.0710900473933649,0.252369668246446,0.369668246445498,10.5,0.562051969971673,-76.6201095688234,-69.2060669275707,-59.6542151041832,-7.01957522453813,-4.88795233203388,-2.75632943952962,41.6153977529395,53.2037169273612,68.1890462464598,37.7223650948741,50.3907117665012,67.5480606406416,34.1605143359073,47.7344726263699,67.0135033289544,30.91883338182,45.2258562572931,66.5534067954499,27.9773918765292,42.8562747605086,66.149188937134,25.3131333419978,40.6176605962353,65.7893879007206,22.9025462898526,38.5024338713763,65.4665690904945,"Rapid Decline","eBird Data Indecisive","Moderate"
"Rufescent Prinia","Prinia rufescens","rufpri1","Passeriformes","Cisticolidae (Cisticolas and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident",NA,NA,"Rufescent Prinia","Prinia rufescens","Rufescent Prinia","Prinia rufescens","Least Concern","Schedule-II","","Appendix II",NA,"","","",109,0.073394495412844,0.252293577981651,0.376146788990826,9.80733944954128,1.17614347378729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray-breasted Prinia","Prinia hodgsonii","gybpri1","Passeriformes","Cisticolidae (Cisticolas and Allies)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","None","Resident",NA,NA,"Grey-breasted Prinia","Prinia hodgsonii","Grey-breasted Prinia","Prinia hodgsonii","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",1738,0.0771001150747986,0.362341772151899,0.493095512082854,11.6093210586881,0.30956031835075,-39.1733688046579,-23.6229081571129,-4.4455727190994,-0.295016822031988,2.55017381971614,5.39536446146427,109.752209079316,129.177924631935,152.314818826202,109.370535763382,132.533194729511,161.002926016838,108.923316183671,135.994583511331,170.362703745032,108.443269598868,139.565803818116,180.399979755871,107.949359669444,143.250709998503,191.137108524298,107.453153537835,147.053303692641,202.606813156588,106.962009644775,150.977739867627,214.84921385382,"eBird Data Indecisive","eBird Data Indecisive","Low"
"Delicate Prinia","Prinia lepida","delpri1","Passeriformes","Cisticolidae (Cisticolas and Allies)","Low","Data Deficient","Moderate Increase","Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Grassland","Resident",NA,NA,"Delicate Prinia","Prinia lepida","Graceful Prinia","Prinia gracilis","Not Recognised","Schedule-II","","Appendix II",NA,"X","X","X",291,0.0687285223367698,0.271477663230241,0.40893470790378,10.766323024055,0.688197427388179,-36.7244062318166,-19.3622485847309,4.435961641132,-2.15032035959133,1.02623222428677,4.20278480816486,90.2212247220843,106.9209762975,126.967727012475,88.4531607206287,108.050223821992,132.359873962862,86.6688801555411,109.211399143732,138.134110443999,84.8967835913623,110.405275988764,144.275913806032,83.152421491816,111.632654257494,150.784740301887,81.4444944462013,112.894360873989,157.668083871253,79.7778493949067,114.191250667494,164.93854360156,"Stable","eBird Data Indecisive","Low"
"Jungle Prinia","Prinia sylvatica","junpri1","Passeriformes","Cisticolidae (Cisticolas and Allies)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest","Resident",NA,NA,"Jungle Prinia","Prinia sylvatica","Jungle Prinia","Prinia sylvatica","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",1195,0.0410041841004184,0.307740585774059,0.444351464435146,11.5338912133891,0.364621908786172,-21.6819598902762,0.217316961516005,27.461319190016,3.50633348652786,7.43090562339308,11.3554777602583,140.537043514674,168.575569009809,202.611940349887,144.780328164335,179.406298997597,222.932092816949,149.047909327673,190.961243849743,245.572506872125,153.384811867999,203.290579167265,270.734707281338,157.819993089494,216.448068776761,298.663462842289,162.37382721449,230.491328724105,329.642388527469,167.061891898268,245.482111192013,363.993604475147,"Stable","eBird Data Indecisive","Low"
"Yellow-bellied Prinia","Prinia flaviventris","yebpri1","Passeriformes","Cisticolidae (Cisticolas and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Wetland","Resident",NA,NA,"Yellow-bellied Prinia","Prinia flaviventris","Yellow-bellied Prinia","Prinia flaviventris","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",215,0.0558139534883721,0.300581395348837,0.4,11.1906976744186,0.820406894985636,48.101942774153,102.482034273349,177.957921563794,-2.65303769347042,1.35377874903356,5.36059519153754,59.2900497953401,81.0773619222054,111.280227491658,57.068583609698,82.5232640404199,119.945486769465,54.863943149891,84.0131049065912,129.535366055074,52.7104807671329,85.5483043331821,140.083086098771,50.6255643434433,87.1303349950519,151.646634459273,48.6176171243834,88.7607245078595,164.301434859041,46.6901278621519,90.4410575933484,178.137125832619,"Increase","eBird Data Indecisive","Low"
"Ashy Prinia","Prinia socialis","ashpri1","Passeriformes","Cisticolidae (Cisticolas and Allies)","Low","Strong Increase","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","None","Resident",NA,NA,"Ashy Prinia","Prinia socialis","Ashy Prinia","Prinia socialis","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",2773,0.0584204832311576,0.444509556437072,0.554273350162279,9.41651640822214,0.241045784130786,103.230777129544,136.127954935489,173.833283340449,1.15778700239677,3.14907149313176,5.14035598386675,111.717902757764,124.783307039945,139.489183767925,112.75629826114,128.464099600576,146.524536631129,113.751117224596,132.261567484493,154.015337092142,114.723908826682,136.179636645521,161.962626790308,115.687406568946,140.222372213522,170.377567571144,116.649597934428,144.393983663716,179.277449645164,117.61576641702,148.698830186308,188.683732149304,"Rapid Increase","Increase","Low"
"Plain Prinia","Prinia inornata","plapri1","Passeriformes","Cisticolidae (Cisticolas and Allies)","Low","Strong Increase","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","None","Resident",NA,NA,"Plain Prinia","Prinia inornata","Plain Prinia","Prinia inornata","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",2829,0.0498409331919406,0.402527394839166,0.519618239660657,9.62106751502298,0.236480504949986,74.172790458497,103.825885539011,138.256296016611,-0.699715439967443,1.24913987850956,3.19799519698657,98.3772210858506,110.008470692735,123.116961181962,97.649922511421,111.40218336605,127.238013441618,96.8840355309813,112.822153420572,131.585287491807,96.0999327047314,114.268947416451,136.145021536776,95.3093660710426,115.743145882324,140.912390616755,94.5194604462331,117.24534369257,145.887527311181,93.7347103168796,118.776150455623,151.073539543694,"Rapid Increase","Stable","Low"
"Zitting Cisticola","Cisticola juncidis","zitcis1","Passeriformes","Cisticolidae (Cisticolas and Allies)","Low","Stable","Moderate Decline","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Open Habitat","Resident",NA,NA,"Zitting Cisticola","Cisticola juncidis","Zitting Cisticola","Cisticola juncidis","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",1746,0.0567010309278351,0.342855097365407,0.495990836197022,11.5967926689576,0.308453206896767,-25.7426743875937,-9.1779129680957,11.089218853432,-0.828953603774996,1.68360872663543,4.19617105704585,93.3160594591363,107.08406433835,123.039499809259,92.5528751833546,108.856380961881,128.258233752808,91.7466075813701,110.670150588049,133.812814251491,90.9210702578855,112.526469977252,139.692821245756,90.0899553230235,114.426469018424,145.898745134705,89.2615216801528,116.371311825968,152.437342633732,88.4409410068541,118.362197876253,159.319337658933,"Stable","Stable","Low"
"Golden-headed Cisticola","Cisticola exilis","gohcis1","Passeriformes","Cisticolidae (Cisticolas and Allies)","Moderate","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Grassland","Resident",1,NA,"Golden-headed Cisticola","Cisticola exilis","Golden-headed Cisticola","Cisticola exilis","Least Concern","Schedule-II","","Appendix II",NA,"","X","X",56,0.0714285714285714,0.339285714285714,0.428571428571429,16.8392857142857,1.51226365546368,NA,NA,NA,-7.42810127103617,-2.31565116794896,2.79679893513825,55.2048280537169,81.2243238250469,120.626030273209,50.4808772958764,79.5344769994567,126.944805969249,46.1208880116835,77.9353560382645,133.999701445977,42.1302150410626,76.4228204031377,141.775969166443,38.4939063806428,74.9930041542347,150.291226271176,35.1885499247824,73.6422991679623,159.583347819509,32.1878359501627,72.3673396204919,169.704826036513,"eBird Data Deficient","eBird Data Indecisive","Low"
"Thick-billed Warbler","Arundinax aedon","thbwar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","None","Winter Migrant",NA,NA,"Thick-billed Warbler","Arundinax aedon","Thick-billed Warbler","Arundinax aedon","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",258,0.0852713178294574,0.260658914728682,0.375968992248062,17.3333333333333,0.801625521555757,-51.0916786494302,-32.5688677711075,-5.36018456574401,1.8907931327375,8.75503869966914,15.6192842666008,114.570347063036,155.710462297871,212.732932951082,115.887974311554,166.335582063597,240.48797942085,117.103364221189,177.744381833901,272.42783196054,118.278790919861,189.998518783441,309.077736351194,119.451544036874,203.16477727721,351.076328209909,120.645436916595,217.315516243732,399.17779639947,121.87662412249,232.529157257718,454.261908291538,"eBird Data Indecisive","eBird Data Indecisive","Low"
"Booted Warbler","Iduna caligata","boowar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)","Low","Uncertain","Uncertain","Large","24 hour","Diurnal","Invertebrate","No","No","No","None","Open Habitat","Winter Migrant",NA,NA,"Booted Warbler","Iduna caligata","Booted Warbler","Iduna caligata","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",1369,0.0445580715850986,0.346420745069394,0.477720964207451,12.6084733382031,0.346628498074715,-7.9879790603875,14.39484760796,38.365414345225,-1.41253245389452,1.03973341239035,3.49199927867521,103.875313175024,128.849639969444,160.096968366048,101.10657935091,130.350842430668,168.447108677382,98.3219211333052,131.884747739078,177.458891701578,95.5638906718133,133.452084161366,187.118632771144,92.8556109451016,135.053599773174,197.434487461288,90.2098512582012,136.690063027746,208.427519637643,87.6335604537095,138.36226334249,220.127323084797,"Stable","Stable","Low"
"Sykes's Warbler","Iduna rama","sykwar2","Passeriformes","Acrocephalidae (Reed Warblers and Allies)","","","",NA,"24 hour","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Winter Migrant",NA,NA,"Sykes's Warbler","Iduna rama","Sykes's Warbler","Iduna rama","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black-browed Reed Warbler","Acrocephalus bistrigiceps","bbrwar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","None","Wetland","Winter Migrant",NA,NA,"Black-browed Reed Warbler","Acrocephalus bistrigiceps","Black-browed Reed-warbler","Acrocephalus bistrigiceps","Least Concern","Schedule-II","","Appendix II",NA,"","","",16,NA,0.2890625,0.375,12.9375,3.71224185410021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moustached Warbler","Acrocephalus melanopogon","mouwar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Wetland","Winter Migrant",NA,NA,"Moustached Warbler","Acrocephalus melanopogon","Moustached Warbler","Acrocephalus melanopogon","Least Concern","Schedule-II","","Appendix II",NA,"","","",42,0.0714285714285714,0.270833333333333,0.285714285714286,13.7857142857143,1.93656724203598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sedge Warbler","Acrocephalus schoenobaenus","sedwar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","None","None","Uncertain",NA,NA,"Sedge Warbler","Acrocephalus schoenobaenus","Sedge Warbler","Acrocephalus schoenobaenus","Least Concern","Schedule-II","","Appendix II",NA,"","","",2,1,NA,NA,19,7.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paddyfield Warbler","Acrocephalus agricola","padwar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)","Low","Uncertain","Uncertain","Large","Diurnal","No information","Invertebrate","No","No","No","None","Wetland","Winter Migrant",NA,NA,"Paddyfield Warbler","Acrocephalus agricola","Paddyfield Warbler","Acrocephalus agricola","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",616,0.0568181818181818,0.277800324675325,0.342532467532468,14.5,0.512184429550873,-97.6482001114553,-32.7518025875701,2549.48691965425,-2586.89236433559,59.6890023704603,2706.27036907651,117.407662485724,828.707177466199,8704.38305403506,128.811718134317,1259.16953685737,21003.8376439061,147.777765896554,2029.10213739575,54887.3901306195,176.642271478034,3457.03504958872,153418.438239484,218.823074329645,6191.52519448907,452824.586049745,279.347637255896,11570.9686117787,1394553.8664663,365.570371418478,22386.8463392091,4436334.04181461,"eBird Data Indecisive","eBird Data Indecisive","Low"
"Blunt-winged Warbler","Acrocephalus concinens","blwwar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Open Habitat","Winter Migrant & Localized Summer Migrant",NA,NA,"Blunt-winged Warbler","Acrocephalus concinens","Blunt-winged Warbler","Acrocephalus concinens","Least Concern","Schedule-II","","Appendix II",NA,"","","",13,0.153846153846154,0.131868131868132,0.153846153846154,15.2307692307692,3.10025436380881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blyth's Reed Warbler","Acrocephalus dumetorum","blrwar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)","Low","Uncertain","Uncertain","Very Large","24 hour","Diurnal","Invertebrate","No","No","No","None","None","Winter Migrant",NA,NA,"Blyth's Reed Warbler","Acrocephalus dumetorum","Blyth's Reed-warbler","Acrocephalus dumetorum","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",1877,0.102823654768247,0.418953116675546,0.53276505061268,11.8236547682472,0.295123080703001,-17.3056785782053,-0.470035665199305,22.368352207899,-2.96505095163161,-0.756722102652206,1.4516067463272,79.4365174726454,102.112601160466,131.473190545911,75.4065747812189,101.393659329798,136.642122921542,71.5028168751412,100.690667704656,142.218295143251,67.7576788064611,100.003361679028,148.167578614679,64.1844574760851,99.3314835974994,154.476735342423,60.7865964895737,98.6747825964624,161.144112787348,57.562283225412,98.0330144501535,168.175033372128,"Stable","Stable","Low"
"Large-billed Reed Warbler","Acrocephalus orinus","labrew1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Wetland","Uncertain",NA,1,"Large-billed Reed Warbler","Acrocephalus orinus","Large-billed Reed-warbler","Acrocephalus orinus","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Great Reed Warbler","Acrocephalus arundinaceus","grrwar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","None","Wetland","Uncertain",NA,NA,"Great Reed Warbler","Acrocephalus arundinaceus","Great Reed-warbler","Acrocephalus arundinaceus","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oriental Reed Warbler","Acrocephalus orientalis","orrwar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)",NA,NA,NA,NA,"24 hour","Diurnal","","No","No","No","None","Wetland","Winter Migrant",NA,NA,"Oriental Reed Warbler","Acrocephalus orientalis","Oriental Reed-warbler","Acrocephalus orientalis","Least Concern","Schedule-II","","Appendix II",NA,"","","",9,0.222222222222222,0.430555555555556,0.555555555555556,12.1111111111111,5.11777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clamorous Reed Warbler","Acrocephalus stentoreus","clrwar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)","Low","Uncertain","Uncertain","Large","24 hour","Diurnal","Invertebrate","No","No","No","None","Wetland","Resident & Local Migrant",NA,NA,"Clamorous Reed Warbler","Acrocephalus stentoreus","Clamorous Reed-warbler","Acrocephalus stentoreus","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",1422,0.0569620253164557,0.338783403656821,0.424753867791842,12.4620253164557,0.345817100160147,-34.727224604336,-13.3121495343107,12.365990977689,-4.22559664223478,-1.58575775023698,1.05408114176082,78.695907122291,94.6019380453653,113.972152523728,74.9270665402314,93.0840523435835,115.994222637812,71.2926517961835,91.6092823660328,118.197293455289,67.8132568780572,90.1763357532308,120.550207978312,64.4959372592091,88.7839665579353,123.036384295977,61.3408623264254,87.430973482157,125.64711162037,58.3445974754504,86.1161981880772,128.378221211303,"Stable","eBird Data Indecisive","Low"
"Pallas's Grasshopper Warbler","Helopsaltes certhiola","pagwar1","Passeriformes","Locustellidae (Grassbirds and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Wetland","Winter Migrant",NA,NA,"Rusty-rumped Warbler","Helopsaltes certhiola","Pallas's Grasshopper-warbler","Helopsaltes certhiola","Least Concern","Schedule-II","","Appendix II",NA,"","","",35,0.142857142857143,0.282142857142857,0.485714285714286,17.4857142857143,1.98027163912072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lanceolated Warbler","Locustella lanceolata","lanwar","Passeriformes","Locustellidae (Grassbirds and Allies)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","None","Wetland","Winter Migrant",NA,NA,"Lanceolated Warbler","Locustella lanceolata","Lanceolated Warbler","Locustella lanceolata","Least Concern","Schedule-II","","Appendix II",NA,"","","",1,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown Bush Warbler","Locustella luteoventris","brbwar2","Passeriformes","Locustellidae (Grassbirds and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Grassland & Scrub","Summer Migrant",NA,NA,"Brown Bush Warbler","Locustella luteoventris","Brown Grasshopper-warbler","Locustella luteoventris","Least Concern","Schedule-II","","Appendix II",NA,"","","",8,0.25,0.225,0.125,15,4.31962961375162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Common Grasshopper-Warbler","Locustella naevia","cogwar1","Passeriformes","Locustellidae (Grassbirds and Allies)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","None","Grassland & Scrub","Winter Migrant",NA,NA,"Grasshopper Warbler","Locustella naevia","Common Grasshopper-warbler","Locustella naevia","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long-billed Bush Warbler","Locustella major","lbbwar1","Passeriformes","Locustellidae (Grassbirds and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Grassland & Scrub","Summer Migrant",1,NA,"Long-billed Bush Warbler","Locustella major","Long-billed Grasshopper-warbler","Locustella major","Near Threatened","Schedule-II","","Appendix II",NA,"","","X",1,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient",NA
