"TAXONOMIC.ORDER","CATEGORY","COMMON.NAME","SCIENTIFIC.NAME","EXOTIC.CODE","OBSERVATION.COUNT","STATE","STATE.CODE","COUNTY","COUNTY.CODE","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","LATITUDE","LONGITUDE","OBSERVATION.DATE","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","OBSERVER.ID"
"delete","species","delete","Alauda gulgula","delete","1","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Francolinus pictus","delete","3","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Saxicola caprata","delete","2","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Clamator jacobinus","delete","3","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Cacomantis passerinus","delete","1","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Prinia inornata","delete","1","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Coturnix coromandelica","delete","2","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Streptopelia tranquebarica","delete","1","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Pseudibis papillosa","delete","1","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Cecropis daurica","delete","11","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Pycnonotus cafer","delete","17","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Vanellus indicus","delete","13","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Sterna aurantia","delete","2","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Columba livia","delete","17","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Dendrocitta vagabunda","delete","1","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Ammomanes phoenicura","delete","2","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Accipiter badius","delete","3","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Pericrocotus cinnamomeus","delete","2","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Spilopelia chinensis","delete","6","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Cyornis tickelliae","delete","2","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Lonchura malacca","delete","2","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Pycnonotus luteolus","delete","1","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Motacilla maderaspatensis","delete","2","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Amaurornis phoenicurus","delete","2","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Butastur teesa","delete","1","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Halcyon smyrnensis","delete","3","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Chrysomma sinense","delete","1","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Vanellus malabaricus","delete","11","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
"delete","species","delete","Cisticola juncidis","delete","1","Telangana","IN-TS","Sangareddy","IN-TS-SR","Mokila","L17433563","H",17.442085,78.2199526,2022-06-26,"S113802303","Traveling","P22",180,5,"delete",1,"G8601797","obsr1382124"
