"gridg0","group.id","month","timegroups"
"89316","S62524104",7,"before 2000"
"62597","S75023094",4,"before 2000"
"62597","S75017704",4,"before 2000"
"62597","S33797343",4,"before 2000"
"67139","S75023756",5,"before 2000"
"62597","S75024737",6,"before 2000"
"62597","S75025056",5,"before 2000"
"62596","S75132947",1,"before 2000"
"62597","S75128254",5,"before 2000"
"61943","S75129414",9,"before 2000"
"61296","S75129554",10,"before 2000"
"61943","S75130162",10,"before 2000"
"61303","S75129821",10,"before 2000"
"61293","S75131841",11,"before 2000"
"61296","S75130591",12,"before 2000"
"43136","S73986549",12,"before 2000"
"43136","S73986568",12,"before 2000"
"37937","S73767650",1,"before 2000"
"40534","S74232881",1,"before 2000"
"40534","S73767554",1,"before 2000"
"37937","S73818136",3,"before 2000"
"43136","S73779316",3,"before 2000"
"43136","S73777753",3,"before 2000"
"37937","S73778977",3,"before 2000"
"34675","S73778551",3,"before 2000"
"40534","S73819481",4,"before 2000"
"37937","S73819109",4,"before 2000"
"37288","S73818615",4,"before 2000"
"37937","S73863187",6,"before 2000"
"35336","S73871324",7,"before 2000"
"37937","S73871507",7,"before 2000"
"37937","S73869922",7,"before 2000"
"35987","S73874154",8,"before 2000"
"37937","S73873601",8,"before 2000"
"37291","S73874466",8,"before 2000"
"40534","S73877787",9,"before 2000"
"35987","S74270124",9,"before 2000"
"37937","S73876804",9,"before 2000"
"37288","S73955937",10,"before 2000"
"40534","S73955416",10,"before 2000"
"35987","S73957754",11,"before 2000"
"37288","S73957327",11,"before 2000"
"36637","S73956787",11,"before 2000"
"40534","S73957139",11,"before 2000"
"37288","S73957477",11,"before 2000"
"35987","S73956470",11,"before 2000"
"40534","S73958012",12,"before 2000"
"40534","S73958537",12,"before 2000"
"37288","S73958289",12,"before 2000"
"36637","S73581048",1,"before 2000"
"37288","S73583257",1,"before 2000"
"40534","S73580668",1,"before 2000"
"37288","S73582661",1,"before 2000"
"40534","S73582064",1,"before 2000"
"40534","S73583602",1,"before 2000"
"43136","S73586162",2,"before 2000"
"40534","S73585343",2,"before 2000"
"39239","S73586856",2,"before 2000"
"43136","S73586577",2,"before 2000"
"43136","S73585534",2,"before 2000"
"37288","S73584843",2,"before 2000"
"43136","S73587048",2,"before 2000"
"43136","S73617433",3,"before 2000"
"43136","S73591496",3,"before 2000"
"39239","S73616595",3,"before 2000"
"43136","S73617897",3,"before 2000"
"39239","S73588398",3,"before 2000"
"43136","S73616678",3,"before 2000"
"43136","S73617578",3,"before 2000"
"43136","S73617693",3,"before 2000"
"37279","S73591209",3,"before 2000"
"37287","S73617516",3,"before 2000"
"37287","S73617751",3,"before 2000"
"43136","S73618028",3,"before 2000"
"37287","S73617664",3,"before 2000"
"43136","S73587488",3,"before 2000"
"39239","S73618042",3,"before 2000"
"40534","S73587783",3,"before 2000"
"43136","S73618683",4,"before 2000"
"43136","S73618637",4,"before 2000"
"37287","S73618409",4,"before 2000"
"43136","S73618351",4,"before 2000"
"39239","S73618389",4,"before 2000"
"37287","S73618523",4,"before 2000"
"43136","S73618541",4,"before 2000"
"37287","S73618442",4,"before 2000"
"37287","S73618194",4,"before 2000"
"37287","S73618168",4,"before 2000"
"37287","S73618473",4,"before 2000"
"39239","S73618722",4,"before 2000"
"35987","S73623498",5,"before 2000"
"39239","S73621546",5,"before 2000"
"43136","S73623707",5,"before 2000"
"39239","S73622248",5,"before 2000"
"43136","S73621890",5,"before 2000"
"43136","S73619690",5,"before 2000"
"43136","S73621813",5,"before 2000"
"37287","S73622102",5,"before 2000"
"43136","S73621078",5,"before 2000"
"37937","S74394854",5,"before 2000"
"43136","S73627710",6,"before 2000"
"43136","S73627893",6,"before 2000"
"39239","S73628189",6,"before 2000"
"43136","S73627989",6,"before 2000"
"43136","S73655132",7,"before 2000"
"37287","S73628393",7,"before 2000"
"43136","S73655193",8,"before 2000"
"35987","S73655248",8,"before 2000"
"39239","S73655428",9,"before 2000"
"35987","S73655311",9,"before 2000"
"40534","S73655486",9,"before 2000"
"40534","S73655647",10,"before 2000"
"40534","S73655560",10,"before 2000"
"37287","S73656316",11,"before 2000"
"37937","S73655696",11,"before 2000"
"37287","S73656344",11,"before 2000"
"37938","S73655903",11,"before 2000"
"40539","S73655862",11,"before 2000"
"40539","S73655836",11,"before 2000"
"35987","S73656089",11,"before 2000"
"39239","S73655709",11,"before 2000"
"40534","S73655730",11,"before 2000"
"38584","S73661028",11,"before 2000"
"40534","S73660654",11,"before 2000"
"39239","S73656247",11,"before 2000"
"69086","S35246849",12,"before 2000"
"69086","S35246879",12,"before 2000"
"69086","S35246818",12,"before 2000"
"36644","S73695154",12,"before 2000"
"35988","S73694747",12,"before 2000"
"36635","S73663850",12,"before 2000"
"40534","S73695022",12,"before 2000"
"40534","S73694252",12,"before 2000"
"39884","S73661576",12,"before 2000"
"37938","S73694561",12,"before 2000"
"37287","S73694366",12,"before 2000"
"36640","S73661979",12,"before 2000"
"35995","S73695293",12,"before 2000"
"40534","S73661194",12,"before 2000"
"67140","S35246925",1,"before 2000"
"37938","S73056357",1,"before 2000"
"39239","S73057504",1,"before 2000"
"43136","S73057203",1,"before 2000"
"37279","S73064765",1,"before 2000"
"37288","S73028346",1,"before 2000"
"43136","S73059253",1,"before 2000"
"42490","S73062099",1,"before 2000"
"37287","S73059668",1,"before 2000"
"37287","S73104417",2,"before 2000"
"43136","S73066942",2,"before 2000"
"37937","S73103943",2,"before 2000"
"37288","S73103422",2,"before 2000"
"37938","S73093432",2,"before 2000"
"43136","S73101504",2,"before 2000"
"43136","S73100967",2,"before 2000"
"39239","S73100547",2,"before 2000"
"43136","S73097235",2,"before 2000"
"37287","S73100762",2,"before 2000"
"37287","S73093324",2,"before 2000"
"37287","S73101256",2,"before 2000"
"37937","S73104655",3,"before 2000"
"37937","S73160686",3,"before 2000"
"37287","S73105128",3,"before 2000"
"37287","S73105456",3,"before 2000"
"37937","S73160561",3,"before 2000"
"37938","S73160519",3,"before 2000"
"37287","S73160602",3,"before 2000"
"37287","S73125923",3,"before 2000"
"34675","S73125865",3,"before 2000"
"43136","S73199874",4,"before 2000"
"37938","S73174436",4,"before 2000"
"43136","S73200161",4,"before 2000"
"37937","S73176774",4,"before 2000"
"36637","S73173315",4,"before 2000"
"43136","S73177314",4,"before 2000"
"37938","S73210128",4,"before 2000"
"36644","S73217835",4,"before 2000"
"37937","S73218328",4,"before 2000"
"37937","S73199751",4,"before 2000"
"34675","S73217309",4,"before 2000"
"34675","S73173663",4,"before 2000"
"37938","S73250139",6,"before 2000"
"40534","S73249038",6,"before 2000"
"39239","S73249380",6,"before 2000"
"34675","S73249782",6,"before 2000"
"43136","S73250466",7,"before 2000"
"37937","S73251888",7,"before 2000"
"34675","S73251703",7,"before 2000"
"34675","S73251380",7,"before 2000"
"39239","S73254083",8,"before 2000"
"34675","S73254429",8,"before 2000"
"37938","S73303954",9,"before 2000"
"35987","S73302295",9,"before 2000"
"43136","S73302950",9,"before 2000"
"37288","S73369981",10,"before 2000"
"37938","S73369813",10,"before 2000"
"37937","S73341524",10,"before 2000"
"37937","S73340842",10,"before 2000"
"35995","S73370214",10,"before 2000"
"35995","S73370287",10,"before 2000"
"37937","S73341074",10,"before 2000"
"43136","S73343103",11,"before 2000"
"37937","S73370561",11,"before 2000"
"37937","S73370413",11,"before 2000"
"37937","S73370791",12,"before 2000"
"37937","S73370872",12,"before 2000"
