"LOCALITY.ID","group.id","month","timegroups"
"L1038276","S16488591",11,"before 2000"
"L4229484","S39861870",2,"before 2000"
"L15180979","S89335287",10,"before 2000"
"L9305127","S56523438",3,"before 2000"
"L13467279","S89331436",9,"before 2000"
"L13467281","S89331439",12,"before 2000"
"L41898316","S221920788",1,"before 2000"
"L41898316","S222151147",1,"before 2000"
"L1038276","S55101109",12,"before 2000"
"L1038276","S141905883",12,"before 2000"
"L1038276","S57135231",2,"before 2000"
"L4551747","S78984653",2,"before 2000"
"L13467280","S89331437",2,"before 2000"
"L13467280","S89331438",2,"before 2000"
"L4186907","S56890997",3,"before 2000"
"L15181007","S89335394",1,"before 2000"
"L1038276","S16383060",2,"before 2000"
"L1038276","S48584654",12,"before 2000"
"L1038276","S94753152",2,"before 2000"
"L1038276","S16465759",1,"before 2000"
"L1038276","G2634875",1,"before 2000"
"L1038276","S41067036",3,"before 2000"
"L1038276","S155532290",4,"before 2000"
"L7727538","S61797993",8,"before 2000"
"L7727538","S61798284",11,"before 2000"
"L1038276","S145002512",12,"before 2000"
"L1038276","S145003634",12,"before 2000"
"L1038276","S144995149",12,"before 2000"
"L1038276","S144990109",12,"before 2000"
"L1038276","S145004804",12,"before 2000"
"L1038276","S82346236",2,"before 2000"
"L4186907","S41278382",6,"before 2000"
"L1038276","S16495226",9,"before 2000"
"L4891041","S61851677",10,"before 2000"
"L10215581","S61852619",10,"before 2000"
"L9537682","S57705230",11,"before 2000"
"L3198056","S20810623",1,"before 2000"
"L1038276","S41402705",2,"before 2000"
"L1038276","S37863977",2,"before 2000"
"L4221470","S27324190",7,"before 2000"
"L1038276","S207369560",11,"before 2000"
"L2393004","S78946408",12,"before 2000"
"L1038276","S26076142",1,"before 2000"
"L1038276","S26076152",8,"before 2000"
"L1038276","S26076160",8,"before 2000"
"L1038276","S26076205",10,"before 2000"
"L1038276","S26076169",11,"before 2000"
"L1038276","S26076179",11,"before 2000"
"L1038276","S26076170",12,"before 2000"
"L1038276","S26076186",1,"before 2000"
"L1038276","G12527164",2,"before 2000"
"L2393004","S26076151",2,"before 2000"
"L1038276","S26076200",10,"before 2000"
"L1038276","S68965823",12,"before 2000"
"L1038276","S26076154",2,"before 2000"
"L2393004","S26076208",2,"before 2000"
"L1038276","S155958558",3,"before 2000"
"L4229484","S203741277",5,"before 2000"
"L4229484","S203858860",7,"before 2000"
"L4229484","S203882032",2,"before 2000"
"L1038276","S300385941",2,"before 2000"
"L1038276","S300393755",2,"before 2000"
"L1038276","G15312796",2,"before 2000"
"L19623766","S112863759",11,"before 2000"
