"eBird.English.Name.2024","eBird.Scientific.Name.2024","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2025.lci","proj2025.mean","proj2025.rci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","rangelci","rangemean","rangerci"
"Immaculate Cupwing","Pnoepyga immaculata","immwrb1","Passeriformes","Pnoepygidae (Cupwings)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","No","No","Yes","Himalayas","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Immaculate Cupwing","Pnoepyga immaculata","Nepal Cupwing","Pnoepyga immaculata","Least Concern","Schedule-II","","",NA,"","","X",12,0.0833333333333333,0.178571428571429,0.25,6.25,1.93195849757795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25064,25652,26240
"Pygmy Cupwing","Pnoepyga pusilla","pywbab1","Passeriformes","Pnoepygidae (Cupwings)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Pygmy Cupwing","Pnoepyga pusilla","Pygmy Cupwing","Pnoepyga pusilla","Least Concern","Schedule-II","","",NA,"","","",38,0.131578947368421,0.302631578947368,0.526315789473684,5.5,1.04215418653211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125929,126483,127037
"Gray-throated Martin","Riparia chinensis","gytmar1","Passeriformes","Hirundinidae (Swallows)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Grey-throated Martin","Riparia chinensis","Asian Plain Martin","Riparia chinensis","Least Concern","Schedule-II","","",NA,"X","X","X",153,0.117647058823529,0.304738562091503,0.444444444444444,5.76470588235294,0.679548713928943,52.5349770983529,79.9416305455221,119.915814299946,-4.52278081576185,-1.45910876854409,1.60456327867367,66.4016298183319,85.9159640236749,111.524664578582,63.143615448596,84.7876092970478,114.334233081429,60.0073450792321,83.6939791765753,117.36483638304,57.0078563754478,82.6340851795121,120.593813809832,54.1506380579951,81.606975656715,124.009276033824,51.4358515711514,80.6117344319689,127.60583584614,48.8606517264691,79.6474794982976,131.382245899548,794334,794969,795604
"Bank Swallow","Riparia riparia","banswa","Passeriformes","Hirundinidae (Swallows)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Sand Martin","Riparia riparia","Collared Sand Martin","Riparia riparia","Least Concern","Schedule-II","","",NA,"","","",31,0.0967741935483871,0.225806451612903,0.32258064516129,5.09677419354839,1.01358678393831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159964,160618,161272
"Pale Martin","Riparia diluta","pasmar1","Passeriformes","Hirundinidae (Swallows)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Resident & Winter Migrant",NA,NA,NA,"Pale Martin","Riparia diluta","Pale Sand Martin","Riparia diluta","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasian Crag-Martin","Ptyonoprogne rupestris","eurcrm1","Passeriformes","Hirundinidae (Swallows)","Moderate","Strong Decline","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Alpine & Cold Desert","Summer Migrant & Winter Migrant",NA,NA,NA,"Eurasian Crag-Martin","Ptyonoprogne rupestris","Eurasian Crag Martin","Ptyonoprogne rupestris","Least Concern","Schedule-II","","",NA,"","","",64,0.125,0.267578125,0.515625,5.921875,0.767722127872448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86920,87564,88208
"Dusky Crag-Martin","Ptyonoprogne concolor","duscrm1","Passeriformes","Hirundinidae (Swallows)","Low","Stable","Strong Increase","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Dusky Crag-Martin","Ptyonoprogne concolor","Dusky Crag Martin","Ptyonoprogne concolor","Least Concern","Schedule-II","","",NA,"X","X","X",271,0.0996309963099631,0.333025830258303,0.494464944649447,6.15867158671587,0.551836181417995,50.8626218981167,72.8318586699952,104.118262085796,-1.7264973120044,0.537517419225045,2.80153215045449,105.870533100712,129.084065360416,157.682466440027,103.580129052712,129.976900400664,163.501863450145,101.276755714259,130.890878392455,169.696019214318,98.9863751702129,131.826358932467,176.250333545961,96.7246444557584,132.783710992076,183.161347442794,94.5011461045296,133.763313133057,190.432550637198,92.3217486426709,134.765553729325,198.07206179298,1216859,1217428,1217997
"Hill Swallow","Hirundo domicola","pacswa3","Passeriformes","Hirundinidae (Swallows)","Moderate","Data Deficient","Uncertain","Restricted","Diurnal","Diurnal","Invertebrate","No","Yes","No","Western Ghats & Sri Lanka","Non-specialized","Resident",NA,NA,NA,"Hill Swallow","Hirundo domicola","","","Not recognized","Schedule-II","","",NA,"","","X",26,0.192307692307692,0.365384615384615,0.423076923076923,10.6153846153846,1.99608440371282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30661,30794,30927
"Pacific Swallow","Hirundo javanica","pacswa1","Passeriformes","Hirundinidae (Swallows)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,1,"Pacific Swallow","Hirundo javanica","Tahiti Swallow","Hirundo tahitica","Least Concern","Schedule-II","","",NA,"","","",4,NA,0.25,NA,4.5,4.27172096466986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barn Swallow","Hirundo rustica","barswa","Passeriformes","Hirundinidae (Swallows)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Within-India Migrant & Winter Migrant",NA,NA,NA,"Barn Swallow","Hirundo rustica","Barn Swallow","Hirundo rustica","Least Concern","Schedule-II","","",NA,"X","X","X",513,0.128654970760234,0.375487329434698,0.543859649122807,5.42884990253411,0.358711931986021,71.4859657726709,86.9693102401029,106.60495995986,-2.60368832903329,-1.20558139847887,0.192525532075553,85.3723020265782,99.0961029590202,115.119059283035,82.5678463562498,97.9328856424758,116.280495672627,79.8160912369394,96.7880099196122,117.528018947057,77.1313707640553,95.661155336065,118.843480218108,74.5213611602248,94.5520076343073,120.21557481498,71.9898698166954,93.460258625313,121.637046404467,69.5383826899788,92.3856060630456,123.103133068692,1994439,1994916,1995393
"Wire-tailed Swallow","Hirundo smithii","witswa1","Passeriformes","Hirundinidae (Swallows)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Wire-tailed Swallow","Hirundo smithii","Wire-tailed Swallow","Hirundo smithii","Least Concern","Schedule-II","","",NA,"X","X","X",326,0.0920245398773006,0.350843558282209,0.52760736196319,5.55828220858896,0.469075151209917,85.4880788279132,111.465548344979,147.906540948747,-0.960475845991131,1.19596585327029,3.35240755253172,91.935869849069,108.133284192425,127.315896126977,90.8732185601107,109.420731732683,131.93264419574,89.77825814003,110.732537128456,136.814405241451,88.6692792678918,112.069208608777,141.951162273094,87.5576922202108,113.431266727582,147.340213593416,86.4508320428148,114.819244691399,152.983387146485,85.3535262045725,116.233688696601,158.885493411561,1717866,1718364,1718862
"Western House-Martin","Delichon urbicum","comhom1","Passeriformes","Hirundinidae (Swallows)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Northern House-Martin","Delichon urbicum","Northern House Martin","Delichon urbicum","Least Concern","Schedule-II","","",NA,"","","",59,0.152542372881356,0.148305084745763,0.423728813559322,7.88135593220339,1.16845803952714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Siberian House-Martin","Delichon lagopodum","comhom2","Passeriformes","Hirundinidae (Swallows)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Uncertain",NA,NA,NA,"Siberian House-Martin","Delichon lagopodum","Eastern House Martin","Delichon lagopodum","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asian House-Martin","Delichon dasypus","ashmar1","Passeriformes","Hirundinidae (Swallows)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Winter Migrant & Localized Summer Migrant",1,NA,NA,"Asian House-Martin","Delichon dasypus","Asian House Martin","Delichon dasypus","Least Concern","Schedule-II","","",NA,"","","X",28,0.214285714285714,0.125,0.107142857142857,5.89285714285714,0.989491077570987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29907,30488,31069
"Nepal House-Martin","Delichon nipalense","nephom1","Passeriformes","Hirundinidae (Swallows)","Moderate","Data Deficient","Uncertain","Restricted","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Resident & Altitudinal Migrant",NA,NA,NA,"Nepal House-Martin","Delichon nipalense","Nepal House Martin","Delichon nipalense","Least Concern","Schedule-II","","",NA,"","","",36,0.138888888888889,0.236111111111111,0.444444444444444,5.97222222222222,0.885143916595725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111435,112013,112591
"European Red-rumped Swallow","Cecropis rufula","rerswa8","Passeriformes","Hirundinidae (Swallows)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Resident & Winter Migrant",NA,NA,NA,"European Red-rumped Swallow","Cecropis rufula","","","Not recognized","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern Red-rumped Swallow","Cecropis daurica","y00621","Passeriformes","Hirundinidae (Swallows)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Resident & Winter Migrant",NA,NA,NA,"Eastern Red-rumped Swallow","Cecropis daurica","Red-rumped Swallow","Cecropis daurica","Least Concern","Schedule-II","","",NA,"X","X","X",404,0.163366336633663,0.364480198019802,0.53960396039604,5.68316831683168,0.426560624721056,33.7295598196167,41.7274165758779,52.0204779785798,-2.87991457943553,-1.32757001448761,0.22477455046032,72.3739556412661,85.9652454481753,102.198585155511,69.5626972782513,84.7117060913421,103.278676244279,66.8228345466756,83.4815114385733,104.44666135702,64.1674706373013,82.274174284776,105.684039757739,61.6030034301268,81.0892186113877,106.97930973386,59.131973191012,79.9261793094593,108.325107860284,56.754639012833,78.7846019100545,109.716620196022,1605197,1605744,1606291
"Streak-throated Swallow","Petrochelidon fluvicola","sttswa2","Passeriformes","Hirundinidae (Swallows)","Low","Stable","Strong Increase","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Local Migrant",NA,NA,NA,"Streak-throated Swallow","Petrochelidon fluvicola","Streak-throated Swallow","Petrochelidon fluvicola","Least Concern","Schedule-II","","",NA,"X","X","X",160,0.08125,0.2625,0.4125,6.43125,0.761413128621451,28.8986633380018,47.3177131373014,80.7691557535581,-4.96735203714753,-1.527980843419,1.91139035030952,52.095375104149,71.6568021759397,99.0084761626098,49.0788857742431,70.6813911971069,102.396531656076,46.2004835712901,69.739900990908,106.072376347747,43.4727770125508,68.83132698882,110.017338609702,40.8988305557138,67.9547064343766,114.224288830678,38.4765068952846,67.1091167041196,118.693238613049,36.2008402743662,66.29367370776,123.42892100997,1045560,1046318,1047076
"White-throated Bulbul","Alophoixus flaveolus","whtbul1","Passeriformes","Pycnonotidae (Bulbuls)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"White-throated Bulbul","Alophoixus flaveolus","White-throated Bulbul","Alophoixus flaveolus","Least Concern","Schedule-II","","",NA,"","X","X",57,0.157894736842105,0.344298245614035,0.421052631578947,4.10526315789474,0.748381571737288,NA,NA,NA,-0.176926602720887,7.58538600925123,15.3476986212233,164.529358182732,232.516944636616,330.57346228333,167.106128833348,248.268402524852,371.756680337354,169.608989775818,265.233672578431,418.943287726547,172.102932214008,283.515380913212,472.91399839217,174.631261438014,303.225499079779,534.599279909051,177.22440761629,324.486250410599,605.090749294064,179.904919836311,347.43110930852,685.659701227798,144251,144727,145203
"Striated Bulbul","Alcurus striatus","strbul2","Passeriformes","Pycnonotidae (Bulbuls)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Striated Bulbul","Alcurus striatus","Striated Bulbul","Alcurus striatus","Least Concern","Schedule-II","","",NA,"","","",22,0.136363636363636,0.363636363636364,0.5,6,1.28958532212115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68527,68958,69389
"Cachar Bulbul","Iole cacharensis","cacbul1","Passeriformes","Pycnonotidae (Bulbuls)","High","Data Deficient","Data Deficient","Very Restricted","Diurnal","Diurnal","Omnivore","No","No","No","Northern Myanmar Lowlands","Forest","Resident",NA,NA,NA,"Cachar Bulbul","Iole cacharensis","","","Not recognized","Schedule-II","","",NA,"","","X",6,NA,0.388888888888889,0.666666666666667,3.33333333333333,2.24427370087618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13832,14454,15076
"Gray-eyed Bulbul","Iole propinqua","gyebul1","Passeriformes","Pycnonotidae (Bulbuls)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident",NA,1,NA,"Grey-eyed Bulbul","Iole propinqua","Grey-eyed Bulbul","Iole propinqua","Least Concern","Recent addition","","",NA,"","","",2,NA,0.666666666666667,0.5,2.5,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ashy Bulbul","Hemixos flavala","ashbul1","Passeriformes","Pycnonotidae (Bulbuls)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest & Plantation","Resident",NA,NA,NA,"Ashy Bulbul","Hemixos flavala","Ashy Bulbul","Hemixos flavala","Least Concern","Schedule-II","","",NA,"","X","X",59,0.101694915254237,0.273305084745763,0.406779661016949,4.47457627118644,0.853379074057983,NA,NA,NA,-6.99002110702088,-1.94575736993717,3.09850636714654,75.8195934006911,114.817692404662,175.773185874009,70.2054940183262,112.860646930027,184.032431435541,64.9712796425179,111.0313819729,193.221386351032,60.1230285555067,109.324432142498,203.340039496496,55.6494314112099,107.734749194735,214.418511095282,51.5307843958262,106.25767635235,226.508058423246,47.7437428939399,104.888924895981,239.676489973278,160337,160763,161189
"Yellow-browed Bulbul","Acritillas indica","yebbul3","Passeriformes","Pycnonotidae (Bulbuls)","Moderate","Strong Decline","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","Yes","No","Western Ghats & Sri Lanka","Forest & Plantation","Resident",NA,NA,NA,"Yellow-browed Bulbul","Acritillas indica","Yellow-browed Bulbul","Acritillas indica","Least Concern","Schedule-II","","",NA,"X","X","X",86,0.337209302325581,0.623546511627907,0.627906976744186,7.23255813953488,1.12617902303854,44.397479702947,69.5350044311401,111.767727030343,-3.83897552843344,-0.298179871294432,3.24261578584458,72.7795293414491,93.1170287482752,119.56564272231,70.0170943159067,92.8171077699152,123.620864782977,67.3245638750414,92.5471688819818,127.983515653383,64.7205912482912,92.3068288386407,132.637623507435,62.2142613051848,92.0957338669807,137.578053391332,59.8091951361694,91.9135589411103,142.806407862325,57.5058206061535,91.760007105398,148.328767274497,129278,129385,129492
"Mountain Bulbul","Ixos mcclellandii","moubul2","Passeriformes","Pycnonotidae (Bulbuls)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Mountain Bulbul","Ixos mcclellandii","Mountain Bulbul","Ixos mcclellandii","Least Concern","Schedule-II","","",NA,"","","",32,0.125,0.32421875,0.375,4.6875,0.981727308403161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114552,114996,115440
"Nicobar Bulbul","Hypsipetes nicobariensis","nicbul2","Passeriformes","Pycnonotidae (Bulbuls)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Omnivore","Yes","Yes","No","Nicobar Islands","Forest & Plantation","Resident",NA,NA,1,"Nicobar Bulbul","Hypsipetes nicobariensis","Nicobar Bulbul","Ixos nicobariensis","Near Threatened","Schedule-II","","",NA,"","","X",1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459,459,459
"Black Bulbul","Hypsipetes leucocephalus","blabul1","Passeriformes","Pycnonotidae (Bulbuls)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Forest & Plantation","Resident & Altitudinal Migrant",NA,NA,NA,"Black Bulbul","Hypsipetes leucocephalus","Black Bulbul","Hypsipetes leucocephalus","Least Concern","Schedule-II","","",NA,"X","X","X",120,0.141666666666667,0.428125,0.541666666666667,4.81666666666667,0.578490643689767,100.350809312886,148.125694277665,222.651510038592,-2.96215160300282,-0.066624118088038,2.82890336682675,68.0308293802668,85.6468056022477,108.080257433762,65.8328297248031,85.6813625463801,111.861816503569,63.6654506902946,85.7306975649311,115.903461394367,61.5469512009393,85.7948219642226,120.191304206157,59.4873964505744,85.8737549144875,124.720398557414,57.4920884917088,85.9675234747038,129.491324806408,55.5634729775216,86.0761626242823,134.508301635318,281064,281371,281678
"Square-tailed Bulbul","Hypsipetes ganeesa","sqtbul1","Passeriformes","Pycnonotidae (Bulbuls)","Moderate","Strong Decline","Uncertain","Moderate","Diurnal","Diurnal","Fruit & Nect","No","Yes","No","Western Ghats & Sri Lanka","Forest & Plantation","Local Migrant",NA,NA,NA,"Square-tailed Bulbul","Hypsipetes ganeesa","Square-tailed Bulbul","Hypsipetes ganeesa","Least Concern","Schedule-II","","",NA,"","X","X",63,0.301587301587302,0.406746031746032,0.523809523809524,8.09523809523809,1.31320942595451,NA,NA,NA,-4.43467460265225,-0.157930108525153,4.11881438560194,53.1859849393084,82.960024399016,130.214178517102,49.9520574806388,83.0695909015873,139.282904869869,46.8622469778239,83.2124297208812,149.317996788092,43.9372163699426,83.3886944656758,160.352328847628,41.1837010522075,83.5985795308177,172.442221013273,38.6008171404796,83.8423202730431,185.661744462882,36.1835139947173,84.1201932702168,200.099986600969,83561,83736,83911
"Gray-headed Bulbul","Microtarsus priocephalus","gyhbul1","Passeriformes","Pycnonotidae (Bulbuls)","Moderate","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Fruit & Nect","Yes","Yes","No","Western Ghats","Forest","Resident",NA,NA,NA,"Grey-headed Bulbul","Microtarsus priocephalus","Grey-headed Bulbul","Brachypodius priocephalus","Least Concern","Schedule-II","","",NA,"","X","X",60,0.15,0.379166666666667,0.55,8.61666666666667,1.41697380784828,NA,NA,NA,-3.65399518113944,6.49291627703565,16.6398277352107,153.386552516167,247.457091499523,403.425021577719,151.307762220802,261.45727881389,458.053120976856,149.129336537937,276.444470223076,521.547524797076,146.939193791322,292.497178537427,595.187271128843,144.79070644548,309.700810789037,680.519807517817,142.716864323284,328.148324440802,779.387989305532,140.738247167827,347.94095050749,893.970865386314,89858,90036,90214
"Black-headed Bulbul","Microtarsus melanocephalos","blhbul1","Passeriformes","Pycnonotidae (Bulbuls)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Forest & Plantation","Resident",NA,NA,NA,"Black-headed Bulbul","Microtarsus melanocephalos","Black-headed Bulbul","Brachypodius atriceps","Least Concern","Schedule-II","","",NA,"","","",6,NA,0.208333333333333,0.333333333333333,2,0.715690808473417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andaman Bulbul","Microtarsus fuscoflavescens","andbul1","Passeriformes","Pycnonotidae (Bulbuls)","Moderate","Data Deficient","Uncertain","Restricted","Diurnal","Diurnal","Fruit & Nect","Yes","Yes","No","Andaman Islands","Forest","Resident",NA,NA,1,"Andaman Bulbul","Microtarsus fuscoflavescens","Andaman Bulbul","Brachypodius fuscoflavescens","Least Concern","Schedule-II","","",NA,"","","X",5,0.2,0.3,0.4,3.8,3.58203070896942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5267,5278,5289
"Black-crested Bulbul","Rubigula flaviventris","blcbul2","Passeriformes","Pycnonotidae (Bulbuls)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Forest & Plantation","Resident",NA,NA,NA,"Black-crested Bulbul","Rubigula flaviventris","Black-crested Bulbul","Rubigula flaviventris","Least Concern","Schedule-II","","",NA,"X","X","X",106,0.113207547169811,0.376179245283019,0.547169811320755,4.85849056603774,0.770696611436865,39.9193464907167,66.6979663679588,116.587140027035,-3.27331013028869,0.841905763975304,4.95712165823929,129.348570303463,200.518469792903,313.011841257748,123.905947368013,204.672967641534,341.179120020384,118.549687894595,208.992642673141,372.745251737213,113.34661037747,213.484231846207,407.969354943891,108.33223256984,218.154806587962,447.185176200464,103.524019525102,223.011790272308,490.792941489625,98.9287565523488,228.062976700598,539.25777339017,250449,250864,251279
