post_title,ID,post_content,post_excerpt,post_date,post_name,post_author,post_status,featured_image,wp_page_template,post_format,comment_status,ping_status,pinged,post_parent,menu_order,scientific_name,long-term_trend,long-term_trend_ci,current_annual_change,current_annual_change_ci,distribution_range_size,distribution_range_size_ci_units_of_10000_sqkm,downloadlink,map_filename,map_filename_originals,graph_filename,graph_filename_originals,graph_filename_originals_cat,current_status,distribution_status,iucn_status,long_term_status,migratory_status,status_of_conservation_concern,wlpa_schedule,primary_assessment,habitat_specialization,endemicity,custom_url,custom_url_estnot,long-term_trend_in,long-term_trend_ci_in,current_annual_change_in,current_annual_change_ci_in,distribution_range_size_in,distribution_range_size_ci_units_of_10000_sqkm_in,migratory_status_in,habitat_specialization_in,endemicity_in,national_trends_addn,habitat_trends_addn,state_trends_addn,full_url_2,habitats,conservation_areas,conservation_area_trends_addn,key_states,all_trends,post_category,only_conclusive_trend,new_to_soib_2023,photo_credit
Oriental Turtle Dove,,Sikkim,,,sk-ortdov,amithkumar.4,publish,https://stateofindiasbirds.in/wp-content/uploads/Streptopelia_orientalis.jpg,,standard,closed,closed,,0,0,Streptopelia orientalis,,,,,"6,696","(6,690, 6,702)",,https://stateofindiasbirds.in/wp-content/uploads/maps/Oriental-Turtle-Dove_sk_map_2023.jpg,https://stateofindiasbirds.in/wp-content/uploads/originals/2023/Oriental-Turtle-Dove_sk_map_2023.jpg,,,,Insufficient Data,,Least Concern,Insufficient Data,Within-India Migrant,Low,Schedule-II,,Non-specialized,Non-endemic,ortdov,not-ortdov,-12.4,"(-23.48, 0.11)",1.74,"(0.06, 3.42)","6,00,920","(600,340, 601,500)",Within-India Migrant,Non-specialized,Non-endemic,in-est-ortdov,,"ap-not-ortdov,ar-not-ortdov,as-est-ortdov,br-not-ortdov,ch-not-ortdov,ct-not-ortdov,dl-not-ortdov,ga-not-ortdov,gj-not-ortdov,hr-not-ortdov,hp-not-ortdov,jk-not-ortdov,jh-not-ortdov,ka-not-ortdov,kl-not-ortdov,la-not-ortdov,ld-not-ortdov,mp-not-ortdov,mh-est-ortdov,mn-not-ortdov,ml-not-ortdov,mz-not-ortdov,nl-not-ortdov,or-not-ortdov,pb-not-ortdov,rj-not-ortdov,sk-not-ortdov,tn-not-ortdov,ts-not-ortdov,tr-not-ortdov,up-not-ortdov,ul-not-ortdov,wb-not-ortdov",sk-ortdov,None,None,pas-est-ortdov,,Sikkim,Sikkim,No,TRUE,Vivek Vaidyanathan
Oriental Turtle Dove,,Tamil Nadu,,,tn-ortdov,amithkumar.4,publish,https://stateofindiasbirds.in/wp-content/uploads/Streptopelia_orientalis.jpg,,standard,closed,closed,,0,0,Streptopelia orientalis,,,,,"13,333","(13,264, 13,402)",,https://stateofindiasbirds.in/wp-content/uploads/maps/Oriental-Turtle-Dove_tn_map_2023.jpg,https://stateofindiasbirds.in/wp-content/uploads/originals/2023/Oriental-Turtle-Dove_tn_map_2023.jpg,,,,Insufficient Data,,Least Concern,Insufficient Data,Within-India Migrant,Low,Schedule-II,,Non-specialized,Non-endemic,ortdov,not-ortdov,-12.4,"(-23.48, 0.11)",1.74,"(0.06, 3.42)","6,00,920","(600,340, 601,500)",Within-India Migrant,Non-specialized,Non-endemic,in-est-ortdov,,"ap-not-ortdov,ar-not-ortdov,as-est-ortdov,br-not-ortdov,ch-not-ortdov,ct-not-ortdov,dl-not-ortdov,ga-not-ortdov,gj-not-ortdov,hr-not-ortdov,hp-not-ortdov,jk-not-ortdov,jh-not-ortdov,ka-not-ortdov,kl-not-ortdov,la-not-ortdov,ld-not-ortdov,mp-not-ortdov,mh-est-ortdov,mn-not-ortdov,ml-not-ortdov,mz-not-ortdov,nl-not-ortdov,or-not-ortdov,pb-not-ortdov,rj-not-ortdov,sk-not-ortdov,tn-not-ortdov,ts-not-ortdov,tr-not-ortdov,up-not-ortdov,ul-not-ortdov,wb-not-ortdov",tn-ortdov,None,None,pas-est-ortdov,,Tamil Nadu,Tamil Nadu,No,TRUE,Vivek Vaidyanathan
Oriental Turtle Dove,,Telangana,,,ts-ortdov,amithkumar.4,publish,https://stateofindiasbirds.in/wp-content/uploads/Streptopelia_orientalis.jpg,,standard,closed,closed,,0,0,Streptopelia orientalis,,,,,994,"(949, 1,039)",,https://stateofindiasbirds.in/wp-content/uploads/maps/Oriental-Turtle-Dove_ts_map_2023.jpg,https://stateofindiasbirds.in/wp-content/uploads/originals/2023/Oriental-Turtle-Dove_ts_map_2023.jpg,,,,Insufficient Data,,Least Concern,Insufficient Data,Within-India Migrant,Low,Schedule-II,,Non-specialized,Non-endemic,ortdov,not-ortdov,-12.4,"(-23.48, 0.11)",1.74,"(0.06, 3.42)","6,00,920","(600,340, 601,500)",Within-India Migrant,Non-specialized,Non-endemic,in-est-ortdov,,"ap-not-ortdov,ar-not-ortdov,as-est-ortdov,br-not-ortdov,ch-not-ortdov,ct-not-ortdov,dl-not-ortdov,ga-not-ortdov,gj-not-ortdov,hr-not-ortdov,hp-not-ortdov,jk-not-ortdov,jh-not-ortdov,ka-not-ortdov,kl-not-ortdov,la-not-ortdov,ld-not-ortdov,mp-not-ortdov,mh-est-ortdov,mn-not-ortdov,ml-not-ortdov,mz-not-ortdov,nl-not-ortdov,or-not-ortdov,pb-not-ortdov,rj-not-ortdov,sk-not-ortdov,tn-not-ortdov,ts-not-ortdov,tr-not-ortdov,up-not-ortdov,ul-not-ortdov,wb-not-ortdov",ts-ortdov,None,None,pas-est-ortdov,,Telangana,Telangana,No,TRUE,Vivek Vaidyanathan
Oriental Turtle Dove,,Tripura,,,tr-ortdov,amithkumar.4,publish,https://stateofindiasbirds.in/wp-content/uploads/Streptopelia_orientalis.jpg,,standard,closed,closed,,0,0,Streptopelia orientalis,,,,,"4,012","(3,966, 4,058)",,https://stateofindiasbirds.in/wp-content/uploads/maps/Oriental-Turtle-Dove_tr_map_2023.jpg,https://stateofindiasbirds.in/wp-content/uploads/originals/2023/Oriental-Turtle-Dove_tr_map_2023.jpg,,,,Insufficient Data,,Least Concern,Insufficient Data,Within-India Migrant,Low,Schedule-II,,Non-specialized,Non-endemic,ortdov,not-ortdov,-12.4,"(-23.48, 0.11)",1.74,"(0.06, 3.42)","6,00,920","(600,340, 601,500)",Within-India Migrant,Non-specialized,Non-endemic,in-est-ortdov,,"ap-not-ortdov,ar-not-ortdov,as-est-ortdov,br-not-ortdov,ch-not-ortdov,ct-not-ortdov,dl-not-ortdov,ga-not-ortdov,gj-not-ortdov,hr-not-ortdov,hp-not-ortdov,jk-not-ortdov,jh-not-ortdov,ka-not-ortdov,kl-not-ortdov,la-not-ortdov,ld-not-ortdov,mp-not-ortdov,mh-est-ortdov,mn-not-ortdov,ml-not-ortdov,mz-not-ortdov,nl-not-ortdov,or-not-ortdov,pb-not-ortdov,rj-not-ortdov,sk-not-ortdov,tn-not-ortdov,ts-not-ortdov,tr-not-ortdov,up-not-ortdov,ul-not-ortdov,wb-not-ortdov",tr-ortdov,None,None,pas-est-ortdov,,Tripura,Tripura,No,TRUE,Vivek Vaidyanathan
Oriental Turtle Dove,,Uttar Pradesh,,,up-ortdov,amithkumar.4,publish,https://stateofindiasbirds.in/wp-content/uploads/Streptopelia_orientalis.jpg,,standard,closed,closed,,0,0,Streptopelia orientalis,,,,,"38,372","(38,180, 38,564)",,https://stateofindiasbirds.in/wp-content/uploads/maps/Oriental-Turtle-Dove_up_map_2023.jpg,https://stateofindiasbirds.in/wp-content/uploads/originals/2023/Oriental-Turtle-Dove_up_map_2023.jpg,,,,Insufficient Data,,Least Concern,Insufficient Data,Within-India Migrant,Low,Schedule-II,,Non-specialized,Non-endemic,ortdov,not-ortdov,-12.4,"(-23.48, 0.11)",1.74,"(0.06, 3.42)","6,00,920","(600,340, 601,500)",Within-India Migrant,Non-specialized,Non-endemic,in-est-ortdov,,"ap-not-ortdov,ar-not-ortdov,as-est-ortdov,br-not-ortdov,ch-not-ortdov,ct-not-ortdov,dl-not-ortdov,ga-not-ortdov,gj-not-ortdov,hr-not-ortdov,hp-not-ortdov,jk-not-ortdov,jh-not-ortdov,ka-not-ortdov,kl-not-ortdov,la-not-ortdov,ld-not-ortdov,mp-not-ortdov,mh-est-ortdov,mn-not-ortdov,ml-not-ortdov,mz-not-ortdov,nl-not-ortdov,or-not-ortdov,pb-not-ortdov,rj-not-ortdov,sk-not-ortdov,tn-not-ortdov,ts-not-ortdov,tr-not-ortdov,up-not-ortdov,ul-not-ortdov,wb-not-ortdov",up-ortdov,None,None,pas-est-ortdov,,Uttar Pradesh,Uttar Pradesh,No,TRUE,Vivek Vaidyanathan
Oriental Turtle Dove,,Uttarakhand,,,ul-ortdov,amithkumar.4,publish,https://stateofindiasbirds.in/wp-content/uploads/Streptopelia_orientalis.jpg,,standard,closed,closed,,0,0,Streptopelia orientalis,,,,,"46,109","(46,018, 46,200)",,https://stateofindiasbirds.in/wp-content/uploads/maps/Oriental-Turtle-Dove_ul_map_2023.jpg,https://stateofindiasbirds.in/wp-content/uploads/originals/2023/Oriental-Turtle-Dove_ul_map_2023.jpg,,,,Insufficient Data,,Least Concern,Insufficient Data,Within-India Migrant,Low,Schedule-II,,Non-specialized,Non-endemic,ortdov,not-ortdov,-12.4,"(-23.48, 0.11)",1.74,"(0.06, 3.42)","6,00,920","(600,340, 601,500)",Within-India Migrant,Non-specialized,Non-endemic,in-est-ortdov,,"ap-not-ortdov,ar-not-ortdov,as-est-ortdov,br-not-ortdov,ch-not-ortdov,ct-not-ortdov,dl-not-ortdov,ga-not-ortdov,gj-not-ortdov,hr-not-ortdov,hp-not-ortdov,jk-not-ortdov,jh-not-ortdov,ka-not-ortdov,kl-not-ortdov,la-not-ortdov,ld-not-ortdov,mp-not-ortdov,mh-est-ortdov,mn-not-ortdov,ml-not-ortdov,mz-not-ortdov,nl-not-ortdov,or-not-ortdov,pb-not-ortdov,rj-not-ortdov,sk-not-ortdov,tn-not-ortdov,ts-not-ortdov,tr-not-ortdov,up-not-ortdov,ul-not-ortdov,wb-not-ortdov",ul-ortdov,None,None,pas-est-ortdov,,Uttarakhand,Uttarakhand,No,TRUE,Vivek Vaidyanathan
Oriental Turtle Dove,,West Bengal,,,wb-ortdov,amithkumar.4,publish,https://stateofindiasbirds.in/wp-content/uploads/Streptopelia_orientalis.jpg,,standard,closed,closed,,0,0,Streptopelia orientalis,,,,,"28,358","(28,218, 28,498)",,https://stateofindiasbirds.in/wp-content/uploads/maps/Oriental-Turtle-Dove_wb_map_2023.jpg,https://stateofindiasbirds.in/wp-content/uploads/originals/2023/Oriental-Turtle-Dove_wb_map_2023.jpg,,,,Insufficient Data,,Least Concern,Insufficient Data,Within-India Migrant,Low,Schedule-II,,Non-specialized,Non-endemic,ortdov,not-ortdov,-12.4,"(-23.48, 0.11)",1.74,"(0.06, 3.42)","6,00,920","(600,340, 601,500)",Within-India Migrant,Non-specialized,Non-endemic,in-est-ortdov,,"ap-not-ortdov,ar-not-ortdov,as-est-ortdov,br-not-ortdov,ch-not-ortdov,ct-not-ortdov,dl-not-ortdov,ga-not-ortdov,gj-not-ortdov,hr-not-ortdov,hp-not-ortdov,jk-not-ortdov,jh-not-ortdov,ka-not-ortdov,kl-not-ortdov,la-not-ortdov,ld-not-ortdov,mp-not-ortdov,mh-est-ortdov,mn-not-ortdov,ml-not-ortdov,mz-not-ortdov,nl-not-ortdov,or-not-ortdov,pb-not-ortdov,rj-not-ortdov,sk-not-ortdov,tn-not-ortdov,ts-not-ortdov,tr-not-ortdov,up-not-ortdov,ul-not-ortdov,wb-not-ortdov",wb-ortdov,None,None,pas-est-ortdov,,West Bengal,West Bengal,No,TRUE,Vivek Vaidyanathan
Eurasian Collared Dove,,India,,,eucdov,amithkumar.4,publish,https://stateofindiasbirds.in/wp-content/uploads/Streptopelia_decaocto.jpg,,standard,closed,closed,,0,0,Streptopelia decaocto,36.05,"(17.46, 56.45)",3.23,"(1.19, 5.27)","20,54,340","(2,053,940, 2,054,740)",,https://stateofindiasbirds.in/wp-content/uploads/maps/Eurasian-Collared-Dove_in_map_2023.jpg,https://stateofindiasbirds.in/wp-content/uploads/originals/2023/Eurasian-Collared-Dove_in_map_2023.jpg,https://stateofindiasbirds.in/wp-content/uploads/2024/trends/display/Eurasian-Collared-Dove_in_LTT_trend.jpg,https://stateofindiasbirds.in/wp-content/uploads/2024/trends/originals/Eurasian-Collared-Dove_in_LTT_trend.png,https://stateofindiasbirds.in/wp-content/uploads/2024/trends/originals/Eurasian-Collared-Dove_in_CAT_trend.png,Increase,Very Large,Least Concern,Trend Inconclusive,Resident,Low,Schedule-II,,Non-specialized,Non-endemic,eucdov,est-eucdov,36.05,"(17.46, 56.45)",3.23,"(1.19, 5.27)","20,54,340","(2,053,940, 2,054,740)",Resident,Non-specialized,Non-endemic,in-est-eucdov,,"ap-est-eucdov,as-not-eucdov,br-not-eucdov,ch-not-eucdov,ct-not-eucdov,dn-not-eucdov,dd-not-eucdov,dl-not-eucdov,ga-not-eucdov,gj-est-eucdov,hr-not-eucdov,hp-not-eucdov,jk-not-eucdov,jh-not-eucdov,ka-est-eucdov,kl-not-eucdov,la-not-eucdov,mp-est-eucdov,mh-est-eucdov,mn-not-eucdov,ml-not-eucdov,nl-not-eucdov,or-not-eucdov,py-not-eucdov,pb-not-eucdov,rj-not-eucdov,sk-not-eucdov,tn-est-eucdov,ts-not-eucdov,up-est-eucdov,ul-not-eucdov,wb-est-eucdov",in-est-eucdov,None,None,pas-est-eucdov,,India,India,Yes,FALSE,Lalit Mohan Bansal
Eurasian Collared Dove,,Protected Areas,,,pas-eucdov,amithkumar.4,publish,https://stateofindiasbirds.in/wp-content/uploads/Streptopelia_decaocto.jpg,,standard,closed,closed,,0,0,Streptopelia decaocto,-4.88,"(-19.82, 12.82)",3.37,"(1.01, 5.74)","20,54,340","(2,053,945, 2,054,735)",,https://stateofindiasbirds.in/wp-content/uploads/maps/Eurasian-Collared-Dove_in_map_2023.jpg,https://stateofindiasbirds.in/wp-content/uploads/originals/2023/Eurasian-Collared-Dove_in_map_2023.jpg,https://stateofindiasbirds.in/wp-content/uploads/2024/trends/display/Eurasian-Collared-Dove_pas_LTT_trend.jpg,https://stateofindiasbirds.in/wp-content/uploads/2024/trends/originals/Eurasian-Collared-Dove_pas_LTT_trend.png,https://stateofindiasbirds.in/wp-content/uploads/2024/trends/originals/Eurasian-Collared-Dove_pas_CAT_trend.png,Trend Inconclusive,,Least Concern,Stable,Resident,Low,Schedule-II,,Non-specialized,Non-endemic,eucdov,est-eucdov,36.05,"(17.46, 56.45)",3.23,"(1.19, 5.27)","20,54,340","(2,053,940, 2,054,740)",Resident,Non-specialized,Non-endemic,in-est-eucdov,,"ap-est-eucdov,as-not-eucdov,br-not-eucdov,ch-not-eucdov,ct-not-eucdov,dn-not-eucdov,dd-not-eucdov,dl-not-eucdov,ga-not-eucdov,gj-est-eucdov,hr-not-eucdov,hp-not-eucdov,jk-not-eucdov,jh-not-eucdov,ka-est-eucdov,kl-not-eucdov,la-not-eucdov,mp-est-eucdov,mh-est-eucdov,mn-not-eucdov,ml-not-eucdov,nl-not-eucdov,or-not-eucdov,py-not-eucdov,pb-not-eucdov,rj-not-eucdov,sk-not-eucdov,tn-est-eucdov,ts-not-eucdov,up-est-eucdov,ul-not-eucdov,wb-est-eucdov",pas-eucdov,None,Protected Areas,pas-est-eucdov,,Protected Areas,Protected Areas,Yes,TRUE,Lalit Mohan Bansal
Eurasian Collared Dove,,Andhra Pradesh,,,ap-eucdov,amithkumar.4,publish,https://stateofindiasbirds.in/wp-content/uploads/Streptopelia_decaocto.jpg,,standard,closed,closed,,0,0,Streptopelia decaocto,,,-3.99,"(-5.86, -2.12)","1,23,461","(123,319, 123,603)",,https://stateofindiasbirds.in/wp-content/uploads/maps/Eurasian-Collared-Dove_ap_map_2023.jpg,https://stateofindiasbirds.in/wp-content/uploads/originals/2023/Eurasian-Collared-Dove_ap_map_2023.jpg,https://stateofindiasbirds.in/wp-content/uploads/2024/trends/display/Eurasian-Collared-Dove_ap_CAT_trend.jpg,,https://stateofindiasbirds.in/wp-content/uploads/2024/trends/originals/Eurasian-Collared-Dove_ap_CAT_trend.png,Trend Inconclusive,,Least Concern,Insufficient Data,Resident,Low,Schedule-II,,Non-specialized,Non-endemic,eucdov,est-eucdov,36.05,"(17.46, 56.45)",3.23,"(1.19, 5.27)","20,54,340","(2,053,940, 2,054,740)",Resident,Non-specialized,Non-endemic,in-est-eucdov,,"ap-est-eucdov,as-not-eucdov,br-not-eucdov,ch-not-eucdov,ct-not-eucdov,dn-not-eucdov,dd-not-eucdov,dl-not-eucdov,ga-not-eucdov,gj-est-eucdov,hr-not-eucdov,hp-not-eucdov,jk-not-eucdov,jh-not-eucdov,ka-est-eucdov,kl-not-eucdov,la-not-eucdov,mp-est-eucdov,mh-est-eucdov,mn-not-eucdov,ml-not-eucdov,nl-not-eucdov,or-not-eucdov,py-not-eucdov,pb-not-eucdov,rj-not-eucdov,sk-not-eucdov,tn-est-eucdov,ts-not-eucdov,up-est-eucdov,ul-not-eucdov,wb-est-eucdov",ap-eucdov,None,None,pas-est-eucdov,,Andhra Pradesh,Andhra Pradesh,Yes,TRUE,Lalit Mohan Bansal
Eurasian Collared Dove,,Assam,,,as-eucdov,amithkumar.4,publish,https://stateofindiasbirds.in/wp-content/uploads/Streptopelia_decaocto.jpg,,standard,closed,closed,,0,0,Streptopelia decaocto,,,,,"26,411","(26,343, 26,479)",,https://stateofindiasbirds.in/wp-content/uploads/maps/Eurasian-Collared-Dove_as_map_2023.jpg,https://stateofindiasbirds.in/wp-content/uploads/originals/2023/Eurasian-Collared-Dove_as_map_2023.jpg,,,,Insufficient Data,,Least Concern,Insufficient Data,Resident,Low,Schedule-II,,Non-specialized,Non-endemic,eucdov,not-eucdov,36.05,"(17.46, 56.45)",3.23,"(1.19, 5.27)","20,54,340","(2,053,940, 2,054,740)",Resident,Non-specialized,Non-endemic,in-est-eucdov,,"ap-est-eucdov,as-not-eucdov,br-not-eucdov,ch-not-eucdov,ct-not-eucdov,dn-not-eucdov,dd-not-eucdov,dl-not-eucdov,ga-not-eucdov,gj-est-eucdov,hr-not-eucdov,hp-not-eucdov,jk-not-eucdov,jh-not-eucdov,ka-est-eucdov,kl-not-eucdov,la-not-eucdov,mp-est-eucdov,mh-est-eucdov,mn-not-eucdov,ml-not-eucdov,nl-not-eucdov,or-not-eucdov,py-not-eucdov,pb-not-eucdov,rj-not-eucdov,sk-not-eucdov,tn-est-eucdov,ts-not-eucdov,up-est-eucdov,ul-not-eucdov,wb-est-eucdov",as-eucdov,None,None,pas-est-eucdov,,Assam,Assam,No,TRUE,Lalit Mohan Bansal
Eurasian Collared Dove,,Bihar,,,br-eucdov,amithkumar.4,publish,https://stateofindiasbirds.in/wp-content/uploads/Streptopelia_decaocto.jpg,,standard,closed,closed,,0,0,Streptopelia decaocto,,,,,"64,135","(64,037, 64,233)",,https://stateofindiasbirds.in/wp-content/uploads/maps/Eurasian-Collared-Dove_br_map_2023.jpg,https://stateofindiasbirds.in/wp-content/uploads/originals/2023/Eurasian-Collared-Dove_br_map_2023.jpg,,,,Insufficient Data,,Least Concern,Insufficient Data,Resident,Low,Schedule-II,,Non-specialized,Non-endemic,eucdov,not-eucdov,36.05,"(17.46, 56.45)",3.23,"(1.19, 5.27)","20,54,340","(2,053,940, 2,054,740)",Resident,Non-specialized,Non-endemic,in-est-eucdov,,"ap-est-eucdov,as-not-eucdov,br-not-eucdov,ch-not-eucdov,ct-not-eucdov,dn-not-eucdov,dd-not-eucdov,dl-not-eucdov,ga-not-eucdov,gj-est-eucdov,hr-not-eucdov,hp-not-eucdov,jk-not-eucdov,jh-not-eucdov,ka-est-eucdov,kl-not-eucdov,la-not-eucdov,mp-est-eucdov,mh-est-eucdov,mn-not-eucdov,ml-not-eucdov,nl-not-eucdov,or-not-eucdov,py-not-eucdov,pb-not-eucdov,rj-not-eucdov,sk-not-eucdov,tn-est-eucdov,ts-not-eucdov,up-est-eucdov,ul-not-eucdov,wb-est-eucdov",br-eucdov,None,None,pas-est-eucdov,,Bihar,Bihar,No,TRUE,Lalit Mohan Bansal
Eurasian Collared Dove,,Chandigarh,,,ch-eucdov,amithkumar.4,publish,https://stateofindiasbirds.in/wp-content/uploads/Streptopelia_decaocto.jpg,,standard,closed,closed,,0,0,Streptopelia decaocto,,,,,"1,075","(1,075, 1,075)",,https://stateofindiasbirds.in/wp-content/uploads/maps/Eurasian-Collared-Dove_ch_map_2023.jpg,https://stateofindiasbirds.in/wp-content/uploads/originals/2023/Eurasian-Collared-Dove_ch_map_2023.jpg,,,,Insufficient Data,,Least Concern,Insufficient Data,Resident,Low,Schedule-II,,Non-specialized,Non-endemic,eucdov,not-eucdov,36.05,"(17.46, 56.45)",3.23,"(1.19, 5.27)","20,54,340","(2,053,940, 2,054,740)",Resident,Non-specialized,Non-endemic,in-est-eucdov,,"ap-est-eucdov,as-not-eucdov,br-not-eucdov,ch-not-eucdov,ct-not-eucdov,dn-not-eucdov,dd-not-eucdov,dl-not-eucdov,ga-not-eucdov,gj-est-eucdov,hr-not-eucdov,hp-not-eucdov,jk-not-eucdov,jh-not-eucdov,ka-est-eucdov,kl-not-eucdov,la-not-eucdov,mp-est-eucdov,mh-est-eucdov,mn-not-eucdov,ml-not-eucdov,nl-not-eucdov,or-not-eucdov,py-not-eucdov,pb-not-eucdov,rj-not-eucdov,sk-not-eucdov,tn-est-eucdov,ts-not-eucdov,up-est-eucdov,ul-not-eucdov,wb-est-eucdov",ch-eucdov,None,None,pas-est-eucdov,,Chandigarh,Chandigarh,No,TRUE,Lalit Mohan Bansal
Eurasian Collared Dove,,Chhattisgarh,,,ct-eucdov,amithkumar.4,publish,https://stateofindiasbirds.in/wp-content/uploads/Streptopelia_decaocto.jpg,,standard,closed,closed,,0,0,Streptopelia decaocto,,,,,"84,812","(84,693, 84,931)",,https://stateofindiasbirds.in/wp-content/uploads/maps/Eurasian-Collared-Dove_ct_map_2023.jpg,https://stateofindiasbirds.in/wp-content/uploads/originals/2023/Eurasian-Collared-Dove_ct_map_2023.jpg,,,,Insufficient Data,,Least Concern,Insufficient Data,Resident,Low,Schedule-II,,Non-specialized,Non-endemic,eucdov,not-eucdov,36.05,"(17.46, 56.45)",3.23,"(1.19, 5.27)","20,54,340","(2,053,940, 2,054,740)",Resident,Non-specialized,Non-endemic,in-est-eucdov,,"ap-est-eucdov,as-not-eucdov,br-not-eucdov,ch-not-eucdov,ct-not-eucdov,dn-not-eucdov,dd-not-eucdov,dl-not-eucdov,ga-not-eucdov,gj-est-eucdov,hr-not-eucdov,hp-not-eucdov,jk-not-eucdov,jh-not-eucdov,ka-est-eucdov,kl-not-eucdov,la-not-eucdov,mp-est-eucdov,mh-est-eucdov,mn-not-eucdov,ml-not-eucdov,nl-not-eucdov,or-not-eucdov,py-not-eucdov,pb-not-eucdov,rj-not-eucdov,sk-not-eucdov,tn-est-eucdov,ts-not-eucdov,up-est-eucdov,ul-not-eucdov,wb-est-eucdov",ct-eucdov,None,None,pas-est-eucdov,,Chhattisgarh,Chhattisgarh,No,TRUE,Lalit Mohan Bansal
Eurasian Collared Dove,,Dadra and Nagar Haveli,,,dn-eucdov,amithkumar.4,publish,https://stateofindiasbirds.in/wp-content/uploads/Streptopelia_decaocto.jpg,,standard,closed,closed,,0,0,Streptopelia decaocto,,,,,916,"(889, 943)",,https://stateofindiasbirds.in/wp-content/uploads/maps/Eurasian-Collared-Dove_dn_map_2023.jpg,https://stateofindiasbirds.in/wp-content/uploads/originals/2023/Eurasian-Collared-Dove_dn_map_2023.jpg,,,,Insufficient Data,,Least Concern,Insufficient Data,Resident,Low,Schedule-II,,Non-specialized,Non-endemic,eucdov,not-eucdov,36.05,"(17.46, 56.45)",3.23,"(1.19, 5.27)","20,54,340","(2,053,940, 2,054,740)",Resident,Non-specialized,Non-endemic,in-est-eucdov,,"ap-est-eucdov,as-not-eucdov,br-not-eucdov,ch-not-eucdov,ct-not-eucdov,dn-not-eucdov,dd-not-eucdov,dl-not-eucdov,ga-not-eucdov,gj-est-eucdov,hr-not-eucdov,hp-not-eucdov,jk-not-eucdov,jh-not-eucdov,ka-est-eucdov,kl-not-eucdov,la-not-eucdov,mp-est-eucdov,mh-est-eucdov,mn-not-eucdov,ml-not-eucdov,nl-not-eucdov,or-not-eucdov,py-not-eucdov,pb-not-eucdov,rj-not-eucdov,sk-not-eucdov,tn-est-eucdov,ts-not-eucdov,up-est-eucdov,ul-not-eucdov,wb-est-eucdov",dn-eucdov,None,None,pas-est-eucdov,,Dadra and Nagar Haveli,Dadra and Nagar Haveli,No,TRUE,Lalit Mohan Bansal
Eurasian Collared Dove,,Daman and Diu,,,dd-eucdov,amithkumar.4,publish,https://stateofindiasbirds.in/wp-content/uploads/Streptopelia_decaocto.jpg,,standard,closed,closed,,0,0,Streptopelia decaocto,,,,,"1,065","(1,065, 1,065)",,https://stateofindiasbirds.in/wp-content/uploads/maps/Eurasian-Collared-Dove_dd_map_2023.jpg,https://stateofindiasbirds.in/wp-content/uploads/originals/2023/Eurasian-Collared-Dove_dd_map_2023.jpg,,,,Insufficient Data,,Least Concern,Insufficient Data,Resident,Low,Schedule-II,,Non-specialized,Non-endemic,eucdov,not-eucdov,36.05,"(17.46, 56.45)",3.23,"(1.19, 5.27)","20,54,340","(2,053,940, 2,054,740)",Resident,Non-specialized,Non-endemic,in-est-eucdov,,"ap-est-eucdov,as-not-eucdov,br-not-eucdov,ch-not-eucdov,ct-not-eucdov,dn-not-eucdov,dd-not-eucdov,dl-not-eucdov,ga-not-eucdov,gj-est-eucdov,hr-not-eucdov,hp-not-eucdov,jk-not-eucdov,jh-not-eucdov,ka-est-eucdov,kl-not-eucdov,la-not-eucdov,mp-est-eucdov,mh-est-eucdov,mn-not-eucdov,ml-not-eucdov,nl-not-eucdov,or-not-eucdov,py-not-eucdov,pb-not-eucdov,rj-not-eucdov,sk-not-eucdov,tn-est-eucdov,ts-not-eucdov,up-est-eucdov,ul-not-eucdov,wb-est-eucdov",dd-eucdov,None,None,pas-est-eucdov,,Daman and Diu,Daman and Diu,No,TRUE,Lalit Mohan Bansal
Eurasian Collared Dove,,Delhi,,,dl-eucdov,amithkumar.4,publish,https://stateofindiasbirds.in/wp-content/uploads/Streptopelia_decaocto.jpg,,standard,closed,closed,,0,0,Streptopelia decaocto,,,,,"4,388","(4,388, 4,388)",,https://stateofindiasbirds.in/wp-content/uploads/maps/Eurasian-Collared-Dove_dl_map_2023.jpg,https://stateofindiasbirds.in/wp-content/uploads/originals/2023/Eurasian-Collared-Dove_dl_map_2023.jpg,,,,Insufficient Data,,Least Concern,Insufficient Data,Resident,Low,Schedule-II,,Non-specialized,Non-endemic,eucdov,not-eucdov,36.05,"(17.46, 56.45)",3.23,"(1.19, 5.27)","20,54,340","(2,053,940, 2,054,740)",Resident,Non-specialized,Non-endemic,in-est-eucdov,,"ap-est-eucdov,as-not-eucdov,br-not-eucdov,ch-not-eucdov,ct-not-eucdov,dn-not-eucdov,dd-not-eucdov,dl-not-eucdov,ga-not-eucdov,gj-est-eucdov,hr-not-eucdov,hp-not-eucdov,jk-not-eucdov,jh-not-eucdov,ka-est-eucdov,kl-not-eucdov,la-not-eucdov,mp-est-eucdov,mh-est-eucdov,mn-not-eucdov,ml-not-eucdov,nl-not-eucdov,or-not-eucdov,py-not-eucdov,pb-not-eucdov,rj-not-eucdov,sk-not-eucdov,tn-est-eucdov,ts-not-eucdov,up-est-eucdov,ul-not-eucdov,wb-est-eucdov",dl-eucdov,None,None,pas-est-eucdov,,Delhi,Delhi,No,TRUE,Lalit Mohan Bansal
