TaxonID,group,sci_name,ISO3,pp,groupcode,Scientific
22697242,Bird,Gorsachius melanolophus,IND,0.057074003,1,22697242
22697303,Bird,Ixobrychus sinensis,IND,0.050069667,1,22697303
22697323,Bird,Ixobrychus cinnamomeus,IND,0.113225276,1,22697323
22697334,Bird,Ixobrychus flavicollis,IND,0.053882296,1,22697334
22697346,Bird,Botaurus stellaris,IND,0.084969961,1,22697346
22697360,Bird,Phoenicopterus roseus,IND,0.236636416,1,22697360
22697369,Bird,Phoeniconaias minor,IND,0.033972698,1,22697369
22697422,Bird,Plegadis falcinellus,IND,0.075450629,1,22697422
22697516,Bird,Threskiornis melanocephalus,IND,0.671065879,1,22697516
22697528,Bird,Pseudibis papillosa,IND,0.897618634,1,22697528
22697555,Bird,Platalea leucorodia,IND,0.212708878,1,22697555
22697590,Bird,Pelecanus onocrotalus,IND,0.045526518,1,22697590
22697599,Bird,Pelecanus crispus,IND,0.070932989,1,22697599
22697604,Bird,Pelecanus philippensis,IND,0.486464767,1,22697604
22697658,Bird,Mycteria leucocephala,IND,0.644062666,1,22697658
22697661,Bird,Anastomus oscitans,IND,0.476598873,1,22697661
22697669,Bird,Ciconia nigra,IND,0.02968384,1,22697669
22697691,Bird,Ciconia ciconia,IND,0.022634998,1,22697691
22697702,Bird,Ephippiorhynchus asiaticus,IND,0.236812468,1,22697702
22697713,Bird,Leptoptilos javanicus,IND,0.343202926,1,22697713
22697721,Bird,Leptoptilos dubius,IND,0.425405224,1,22697721
22697738,Bird,Fregata ariel,IND,0.015943353,1,22697738
22697742,Bird,Fregata andrewsi,IND,0.045880174,1,22697742
22698005,Bird,Pterodroma arminjoniana,IND,0.062349158,1,22698005
22698035,Bird,Pterodroma baraui,IND,0.001631429,1,22698035
22698136,Bird,Bulweria fallax,IND,0.102026749,1,22698136
22698175,Bird,Ardenna pacifica,IND,0.030919157,1,22698175
22698188,Bird,Ardenna carneipes,IND,0.024451461,1,22698188
22698267,Bird,Puffinus persicus,IND,0.007159134,1,22698267
22698436,Bird,Oceanites oceanicus,IND,0.022804663,1,22698436
22698453,Bird,Pelagodroma marina,IND,0.025095582,1,22698453
22698459,Bird,Fregetta tropica,IND,0.03564806,1,22698459
22698520,Bird,Hydrobates monorhis,IND,0.162809966,1,22698520
22725132,Bird,Phodilus assimilis,IND,0.620860859,1,22725132
22725141,Bird,Rallus aquaticus,IND,0.040624306,1,22725141
22725167,Bird,Rallus indicus,IND,0.044397,1,22725167
22725469,Bird,Strix aluco,IND,0.002429067,1,22725469
22725477,Bird,Strix nivicolum,IND,0.045734522,1,22725477
22725538,Bird,Chalcophaps indica,IND,0.133407457,1,22725538
22725554,Bird,Treron affinis,IND,1,1,22725554
22725643,Bird,Ninox scutulata,IND,0.290681793,1,22725643
22725653,Bird,Ninox japonica,IND,8.72E-08,1,22725653
22725692,Bird,Caprimulgus indicus,IND,0.979262617,1,22725692
22725702,Bird,Caprimulgus jotaka,IND,0.033921643,1,22725702
22725708,Bird,Caprimulgus macrurus,IND,0.158074799,1,22725708
22725716,Bird,Caprimulgus andamanicus,IND,1,1,22725716
22725846,Bird,Halcyon smyrnensis,IND,0.416983856,1,22725846
22725876,Bird,Merops orientalis,IND,0.505233278,1,22725876
22725914,Bird,Coracias benghalensis,IND,0.69195081,1,22725914
22725924,Bird,Coracias affinis,IND,0.095178165,1,22725924
22726108,Bird,Psilopogon franklinii,IND,0.121843602,1,22726108
22726130,Bird,Psilopogon cyanotis,IND,0.115908157,1,22726130
22726150,Bird,Psilopogon malabaricus,IND,1,1,22726150
22726279,Bird,Treron chloropterus,IND,1,1,22726279
22726285,Bird,Treron phayrei,IND,0.138311333,1,22726285
22726328,Bird,Ninox obscura,IND,1,1,22726328
22726376,Bird,Dendrocopos macei,IND,0.612601763,1,22726376
22726384,Bird,Dendrocopos analis,IND,0.004323651,1,22726384
22726515,Bird,Picus guerini,IND,0.067671904,1,22726515
22726548,Bird,Chrysocolaptes guttacristatus,IND,0.234315717,1,22726548
22727182,Bird,Dinopium javanense,IND,0.047592617,1,22727182
22727255,Bird,Ciconia episcopus,IND,0.592137268,1,22727255
22727280,Bird,Anas albogularis,IND,1,1,22727280
22727487,Bird,Charadrius alexandrinus,IND,0.0747202,1,22727487
22727641,Bird,Phodilus badius,IND,0.041973627,1,22727641
22727668,Bird,Ardea intermedia,IND,0.291197181,1,22727668
22727733,Bird,Circus cyaneus,IND,0.035536704,1,22727733
22727778,Bird,Falco chicquera,IND,0.886477435,1,22727778
22727811,Bird,Streptopelia decaocto,IND,0.152879348,1,22727811
22727856,Bird,Ducula badia,IND,0.044232555,1,22727856
22727864,Bird,Ducula cuprea,IND,1,1,22727864
22727969,Bird,Himantopus himantopus,IND,0.04777334,1,22727969
22728111,Bird,Hierococcyx sparverioides,IND,0.114178143,1,22728111
22728167,Bird,Surniculus lugubris,IND,0.032556676,1,22728167
22728182,Bird,Butorides striata,IND,0.046798843,1,22728182
22728447,Bird,Otus alius,IND,1,1,22728447
22728621,Bird,Esacus magnirostris,IND,0.011412748,1,22728621
22728969,Bird,Otus sunia,IND,0.116375187,1,22728969
22729460,Bird,Gyps tenuirostris,IND,0.20720409,1,22729460
22729465,Bird,Spilornis klossi,IND,1,1,22729465
22729692,Bird,Egretta gularis,IND,0.052096359,1,22729692
22729731,Bird,Gyps indicus,IND,0.971954803,1,22729731
22729779,Bird,Clanga hastata,IND,0.890102817,1,22729779
22731882,Bird,Tropicoperdix chloropus,IND,2.07E-05,1,22731882
22731941,Bird,Anorrhinus austeni,IND,0.041401953,1,22731941
22732090,Bird,Nisaetus cirrhatus,IND,0.406839482,1,22732090
22732232,Bird,Buteo japonicus,IND,0.011232512,1,22732232
22733562,Bird,Chlamydotis macqueenii,IND,0.033308313,1,22733562
22734046,Bird,Hierococcyx nisicolor,IND,0.042998206,1,22734046
22734070,Bird,Puffinus bailloni,IND,0.006031788,1,22734070
22734099,Bird,Buteo refectus,IND,0.457546109,1,22734099
22734216,Bird,Circaetus gallicus,IND,0.106097228,1,22734216
22734715,Bird,Cuculus saturatus,IND,0.056488037,1,22734715
22734721,Bird,Cuculus optatus,IND,0.025812338,1,22734721
22735766,Bird,Ixobrychus minutus,IND,0.005701863,1,22735766
22735810,Bird,Rostratula benghalensis,IND,0.0865183,1,22735810
22735845,Bird,Cursorius cursor,IND,0.03583601,1,22735845
22736080,Bird,Surniculus dicruroides,IND,0.257787052,1,22736080
22736173,Bird,Sula dactylatra,IND,8.01E-04,1,22736173
22736199,Bird,Polyplectron bicalcaratum,IND,0.129834608,1,22736199
22736541,Bird,Anas poecilorhyncha,IND,0.472695361,1,22736541
22736562,Bird,Buteo rufinus,IND,0.056131436,1,22736562
45111544,Bird,Burhinus indicus,IND,0.69755022,1,45111544
45354964,Bird,Falco peregrinus,IND,0.031010784,1,45354964
45953631,Bird,Sarkidiornis melanotos,IND,0.052261303,1,45953631
60482887,Bird,Spilopelia chinensis,IND,0.019576391,1,60482887
60483076,Bird,Spilopelia suratensis,IND,0.909909074,1,60483076
60824542,Bird,Aerodramus brevirostris,IND,0.089680058,1,60824542
60847684,Bird,Aerodramus fuciphagus,IND,0.003733974,1,60847684
61469878,Bird,Psilopogon asiaticus,IND,0.20041755,1,61469878
61517196,Bird,Dinopium benghalense,IND,0.833601572,1,61517196
61553308,Bird,Dryobates cathpharius,IND,0.579569609,1,61553308
61695117,Bird,Buteo buteo,IND,0.003331716,1,61695117
61855263,Bird,Otus bakkamoena,IND,0.830392892,1,61855263
61855318,Bird,Otus lettia,IND,0.065579799,1,61855318
62026481,Bird,Gelochelidon nilotica,IND,0.01783409,1,62026481
62120190,Bird,Gallinula chloropus,IND,0.080993106,1,62120190
62774969,Bird,Egretta garzetta,IND,0.080602742,1,62774969
155019854,Bird,Otus scops,IND,4.49E-08,1,155019854
181568721,Bird,Milvus migrans,IND,0.039857277,1,181568721
200093329,Bird,Ducula nicobarica,IND,1,1,200093329
200094385,Bird,Ducula aenea,IND,0.183305094,1,200094385
200290653,Bird,Glaucidium brodiei,IND,0.065612734,1,200290653
230026276,Bird,Charadrius atrifrons,IND,0.151590812,1,230026276
22698602,Bird,Hydrornis nipalensis,IND,0.342693038,1,22698602
22698617,Bird,Hydrornis cyaneus,IND,0.070598203,1,22698617
22698681,Bird,Pitta brachyura,IND,0.949298739,1,22698681
22698691,Bird,Pitta megarhyncha,IND,0.090414153,1,22698691
22698747,Bird,Psarisomus dalhousiae,IND,0.10041409,1,22698747
22705011,Bird,Lanius cristatus,IND,0.115429107,1,22705011
22705014,Bird,Lanius collurioides,IND,0.009885234,1,22705014
22705026,Bird,Lanius vittatus,IND,0.617106489,1,22705026
22705029,Bird,Lanius schach,IND,0.275879186,1,22705029
22705032,Bird,Lanius tephronotus,IND,0.163767887,1,22705032
22705440,Bird,Pachycephala cinerea,IND,0.028942012,1,22705440
22705768,Bird,Garrulus lanceolatus,IND,0.331678507,1,22705768
22705798,Bird,Urocissa flavirostris,IND,0.433548072,1,22705798
22705802,Bird,Urocissa erythroryncha,IND,0.031035113,1,22705802
22705809,Bird,Cissa chinensis,IND,0.07334996,1,22705809
22705836,Bird,Dendrocitta vagabunda,IND,0.608004453,1,22705836
22705839,Bird,Dendrocitta formosae,IND,0.088700729,1,22705839
22705846,Bird,Dendrocitta leucogastra,IND,1,1,22705846
22705849,Bird,Dendrocitta frontalis,IND,0.45962592,1,22705849
22705852,Bird,Dendrocitta bayleii,IND,1,1,22705852
22705903,Bird,Pseudopodoces humilis,IND,0.007097038,1,22705903
22705916,Bird,Pyrrhocorax pyrrhocorax,IND,0.015453171,1,22705916
22705921,Bird,Pyrrhocorax graculus,IND,0.033698676,1,22705921
22705929,Bird,Corvus monedula,IND,0.007830488,1,22705929
22705938,Bird,Corvus splendens,IND,0.647721702,1,22705938
22705983,Bird,Corvus frugilegus,IND,0.002943228,1,22705983
22706016,Bird,Corvus corone,IND,7.06E-05,1,22706016
22706068,Bird,Corvus corax,IND,0.011112977,1,22706068
22706302,Bird,Artamus fuscus,IND,0.445007919,1,22706302
22706305,Bird,Artamus leucoryn,IND,5.38E-04,1,22706305
22706394,Bird,Oriolus chinensis,IND,0.096207672,1,22706394
22706397,Bird,Oriolus tenuirostris,IND,0.133816193,1,22706397
22706437,Bird,Oriolus xanthornus,IND,0.580869396,1,22706437
22706446,Bird,Oriolus traillii,IND,0.146573532,1,22706446
22706636,Bird,Lalage melaschistos,IND,0.230367017,1,22706636
22706642,Bird,Lalage melanoptera,IND,0.874953248,1,22706642
22706651,Bird,Lalage nigra,IND,0.001265152,1,22706651
22706728,Bird,Pericrocotus roseus,IND,0.280886546,1,22706728
22706735,Bird,Pericrocotus divaricatus,IND,0.048914987,1,22706735
22706741,Bird,Pericrocotus cinnamomeus,IND,0.587825611,1,22706741
22706757,Bird,Pericrocotus ethologus,IND,0.275262062,1,22706757
22706760,Bird,Pericrocotus brevirostris,IND,0.100795628,1,22706760
22706766,Bird,Pericrocotus flammeus,IND,0.212469738,1,22706766
22706769,Bird,Hemipus picatus,IND,0.223102554,1,22706769
22706775,Bird,Chelidorhynx hypoxanthus,IND,0.231368307,1,22706775
22706796,Bird,Rhipidura aureola,IND,0.604628975,1,22706796
22706961,Bird,Dicrurus macrocercus,IND,0.303506229,1,22706961
22706964,Bird,Dicrurus leucophaeus,IND,0.266701703,1,22706964
22706967,Bird,Dicrurus caerulescens,IND,0.962150185,1,22706967
22706970,Bird,Dicrurus annectens,IND,0.079039979,1,22706970
22706973,Bird,Dicrurus aeneus,IND,0.258346498,1,22706973
22706976,Bird,Dicrurus remifer,IND,0.096065709,1,22706976
22707002,Bird,Dicrurus andamanensis,IND,1,1,22707002
22707433,Bird,Aegithina tiphia,IND,0.409017929,1,22707433
22707436,Bird,Aegithina nigrolutea,IND,0.993635351,1,22707436
22708156,Bird,Cinclus cinclus,IND,0.020631249,1,22708156
22708160,Bird,Cinclus pallasii,IND,0.034703557,1,22708160
22708271,Bird,Monticola cinclorhyncha,IND,0.784579589,1,22708271
22708281,Bird,Monticola rufiventris,IND,0.064606434,1,22708281
22708286,Bird,Monticola solitarius,IND,0.145017292,1,22708286
22708324,Bird,Myophonus horsfieldii,IND,1,1,22708324
22708329,Bird,Myophonus caeruleus,IND,0.054769003,1,22708329
22708364,Bird,Geokichla wardii,IND,0.664887535,1,22708364
22708375,Bird,Geokichla citrina,IND,0.373893442,1,22708375
22708487,Bird,Zoothera dixoni,IND,0.180876045,1,22708487
22708529,Bird,Zoothera monticola,IND,0.435773913,1,22708529
22708532,Bird,Zoothera marginata,IND,0.103355954,1,22708532
22708756,Bird,Turdus unicolor,IND,0.698617226,1,22708756
22708759,Bird,Turdus dissimilis,IND,0.07618753,1,22708759
22708765,Bird,Turdus albocinctus,IND,0.430210653,1,22708765
22708772,Bird,Turdus boulboul,IND,0.185860847,1,22708772
22708783,Bird,Turdus rubrocanus,IND,0.105070096,1,22708783
22708790,Bird,Turdus feae,IND,0.086515117,1,22708790
22708793,Bird,Turdus obscurus,IND,0.010781349,1,22708793
22708829,Bird,Turdus viscivorus,IND,0.007862181,1,22708829
22708970,Bird,Heteroxenicus stellatus,IND,0.201172358,1,22708970
22708973,Bird,Brachypteryx hyperythra,IND,0.480028239,1,22708973
22708982,Bird,Brachypteryx leucophris,IND,0.068356796,1,22708982
22709192,Bird,Muscicapa striata,IND,5.46E-04,1,22709192
22709204,Bird,Muscicapa sibirica,IND,0.07007323,1,22709204
22709207,Bird,Muscicapa dauurica,IND,0.150964578,1,22709207
22709217,Bird,Ficedula ruficauda,IND,0.625269305,1,22709217
22709220,Bird,Muscicapa muttui,IND,0.112177076,1,22709220
22709223,Bird,Muscicapa ferruginea,IND,0.048080745,1,22709223
22709334,Bird,Ficedula erithacus,IND,0.064920718,1,22709334
22709337,Bird,Ficedula strophiata,IND,0.099640505,1,22709337
22709346,Bird,Ficedula subrubra,IND,0.993231003,1,22709346
22709349,Bird,Anthipes monileger,IND,0.147279119,1,22709349
22709403,Bird,Ficedula westermanni,IND,0.126756149,1,22709403
22709406,Bird,Ficedula superciliaris,IND,0.583252285,1,22709406
22709409,Bird,Ficedula tricolor,IND,0.162450002,1,22709409
22709412,Bird,Ficedula sapphira,IND,0.118715666,1,22709412
22709415,Bird,Ficedula nigrorufa,IND,1,1,22709415
22709426,Bird,Eumyias thalassinus,IND,0.259541756,1,22709426
22709449,Bird,Eumyias albicaudatus,IND,1,1,22709449
22709464,Bird,Niltava grandis,IND,0.089263556,1,22709464
22709467,Bird,Niltava macgrigoriae,IND,0.151962629,1,22709467
22709470,Bird,Niltava davidi,IND,5.68E-05,1,22709470
22709473,Bird,Niltava sundara,IND,0.146063716,1,22709473
22709499,Bird,Cyornis concretus,IND,0.033860556,1,22709499
22709519,Bird,Cyornis pallidipes,IND,1,1,22709519
22709527,Bird,Cyornis poliogenys,IND,0.492354051,1,22709527
22709532,Bird,Cyornis unicolor,IND,0.083479012,1,22709532
22709591,Bird,Ficedula hodgsoni,IND,0.123904611,1,22709591
22709596,Bird,Culicicapa ceylonensis,IND,0.25177442,1,22709596
22709688,Bird,Larvivora sibilans,IND,7.04E-04,1,22709688
22709701,Bird,Calliope calliope,IND,0.041666429,1,22709701
22709707,Bird,Luscinia svecica,IND,0.049031162,1,22709707
22709724,Bird,Calliope pectardens,IND,0.16632069,1,22709724
22709727,Bird,Larvivora brunnea,IND,0.617434338,1,22709727
22709730,Bird,Larvivora cyane,IND,5.51E-05,1,22709730
22709738,Bird,Tarsiger chrysaeus,IND,0.203746605,1,22709738
22709743,Bird,Tarsiger indicus,IND,0.11704966,1,22709743
22709748,Bird,Tarsiger hyperythrus,IND,0.288870851,1,22709748
22710023,Bird,Copsychus fulicatus,IND,0.818216055,1,22710023
22710034,Bird,Phoenicurus erythronotus,IND,0.050178093,1,22710034
22710043,Bird,Phoenicurus coeruleocephala,IND,0.105681132,1,22710043
22710051,Bird,Phoenicurus ochruros,IND,0.108890889,1,22710051
22710055,Bird,Phoenicurus phoenicurus,IND,2.68E-05,1,22710055
22710060,Bird,Phoenicurus hodgsoni,IND,0.048666476,1,22710060
22710063,Bird,Phoenicurus schisticeps,IND,0.027134469,1,22710063
22710066,Bird,Phoenicurus auroreus,IND,0.01927954,1,22710066
22710072,Bird,Phoenicurus erythrogastrus,IND,0.032882403,1,22710072
22710084,Bird,Phoenicurus frontalis,IND,0.081464804,1,22710084
22710087,Bird,Phoenicurus leucocephalus,IND,0.062203548,1,22710087
22710092,Bird,Phoenicurus fuliginosus,IND,0.063331629,1,22710092
22710108,Bird,Luscinia phaenicuroides,IND,0.083353038,1,22710108
22710117,Bird,Cinclidium frontale,IND,0.086568676,1,22710117
22710120,Bird,Grandala coelicolor,IND,0.056300068,1,22710120
22710123,Bird,Enicurus scouleri,IND,0.073251073,1,22710123
22710132,Bird,Enicurus immaculatus,IND,0.264553279,1,22710132
22710135,Bird,Enicurus schistaceus,IND,0.063381557,1,22710135
22710138,Bird,Enicurus leschenaulti,IND,0.03611558,1,22710138
22710141,Bird,Enicurus maculatus,IND,0.145727821,1,22710141
22710144,Bird,Cochoa purpurea,IND,0.082928376,1,22710144
22710147,Bird,Cochoa viridis,IND,0.107701145,1,22710147
22710160,Bird,Saxicola macrorhynchus,IND,0.731322413,1,22710160
22710172,Bird,Saxicola insignis,IND,0.238743287,1,22710172
22710184,Bird,Saxicola torquatus,IND,0.04521634,1,22710184
22710202,Bird,Saxicola leucurus,IND,0.342185193,1,22710202
22710209,Bird,Saxicola caprata,IND,0.308292018,1,22710209
22710214,Bird,Saxicola jerdoni,IND,0.319449521,1,22710214
22710218,Bird,Saxicola ferreus,IND,0.166706802,1,22710218
22710248,Bird,Oenanthe albonigra,IND,4.37E-06,1,22710248
22710295,Bird,Oenanthe picata,IND,0.183497066,1,22710295
22710308,Bird,Oenanthe pleschanka,IND,0.004984508,1,22710308
22710325,Bird,Oenanthe deserti,IND,0.065366464,1,22710325
22710333,Bird,Oenanthe isabellina,IND,0.046833872,1,22710333
22710376,Bird,Oenanthe fusca,IND,0.98064731,1,22710376
22710550,Bird,Aplonis panayensis,IND,0.009850157,1,22710550
22710829,Bird,Saroglossa spilopterus,IND,0.371448222,1,22710829
22710858,Bird,Sturnia malabarica,IND,0.471746897,1,22710858
22710861,Bird,Sturnia erythropygia,IND,1,1,22710861
22710864,Bird,Sturnia pagodarum,IND,0.803591763,1,22710864
22710881,Bird,Pastor roseus,IND,0.204455945,1,22710881
22710886,Bird,Sturnus vulgaris,IND,0.032793779,1,22710886
22710921,Bird,Acridotheres tristis,IND,0.356129809,1,22710921
22710929,Bird,Acridotheres ginginianus,IND,0.797350025,1,22710929
22710932,Bird,Acridotheres fuscus,IND,0.675706251,1,22710932
22710943,Bird,Acridotheres albocinctus,IND,0.112275302,1,22710943
22710949,Bird,Ampeliceps coronatus,IND,0.003208709,1,22710949
22711155,Bird,Sitta nagaensis,IND,0.049053906,1,22711155
22711158,Bird,Sitta cashmirensis,IND,0.165160801,1,22711158
22711164,Bird,Sitta himalayensis,IND,0.399848422,1,22711164
22711192,Bird,Sitta yunnanensis,IND,0.003990365,1,22711192
22711216,Bird,Sitta frontalis,IND,0.270643054,1,22711216
22711231,Bird,Sitta formosa,IND,0.231128211,1,22711231
22711234,Bird,Tichodroma muraria,IND,0.093060278,1,22711234
22711253,Bird,Certhia himalayana,IND,0.169478917,1,22711253
22711257,Bird,Certhia nipalensis,IND,0.34301068,1,22711257
22711625,Bird,Remiz coronatus,IND,0.043358679,1,22711625
22711685,Bird,Cephalopyrus flammiceps,IND,0.487730031,1,22711685
22711775,Bird,Periparus rufonuchalis,IND,0.127506762,1,22711775
22711780,Bird,Periparus rubidiventris,IND,0.027895566,1,22711780
22711815,Bird,Lophophanes dichrous,IND,0.080199512,1,22711815
22711919,Bird,Parus monticolus,IND,0.101944205,1,22711919
22711924,Bird,Machlolophus nuchalis,IND,1,1,22711924
22711929,Bird,Machlolophus xanthogenys,IND,0.916711323,1,22711929
22711934,Bird,Machlolophus spilonotus,IND,0.102809815,1,22711934
22711998,Bird,Sylviparus modestus,IND,0.117734002,1,22711998
22712001,Bird,Melanochlora sultanea,IND,0.089479804,1,22712001
22712008,Bird,Aegithalos leucogenys,IND,0.0502673,1,22712008
22712016,Bird,Aegithalos niveogularis,IND,0.509997068,1,22712016
22712216,Bird,Ptyonoprogne rupestris,IND,0.084754675,1,22712216
22712246,Bird,Ptyonoprogne concolor,IND,0.800269483,1,22712246
22712252,Bird,Hirundo rustica,IND,0.033352367,1,22712252
22712299,Bird,Hirundo smithii,IND,0.176542915,1,22712299
22712458,Bird,Petrochelidon fluvicola,IND,0.861335112,1,22712458
22712491,Bird,Delichon dasypus,IND,0.090918792,1,22712491
22712496,Bird,Delichon nipalense,IND,0.263236809,1,22712496
22712597,Bird,Spizixos canifrons,IND,0.135014847,1,22712597
22712607,Bird,Alcurus striatus,IND,0.120247877,1,22712607
22712619,Bird,Brachypodius priocephalus,IND,1,1,22712619
22712634,Bird,Pycnonotus jocosus,IND,0.399190255,1,22712634
22712640,Bird,Pycnonotus xanthorrhous,IND,2.39E-04,1,22712640
22712687,Bird,Pycnonotus leucotis,IND,0.198954883,1,22712687
22712690,Bird,Pycnonotus leucogenys,IND,0.475937053,1,22712690
22712695,Bird,Pycnonotus cafer,IND,0.704605822,1,22712695
22712719,Bird,Pycnonotus xantholaemus,IND,1,1,22712719
22712728,Bird,Pycnonotus luteolus,IND,0.953680873,1,22712728
22713140,Bird,Alophoixus flaveolus,IND,0.27721157,1,22713140
22713164,Bird,Iole viridescens,IND,0.080505791,1,22713164
22713173,Bird,Acritillas indica,IND,0.700832658,1,22713173
22713207,Bird,Ixos mcclellandii,IND,0.06914633,1,22713207
22713250,Bird,Ixos nicobariensis,IND,1,1,22713250
22713263,Bird,Hypocolius ampelinus,IND,0.013098961,1,22713263
22713491,Bird,Cisticola juncidis,IND,0.152186955,1,22713491
22713544,Bird,Cisticola exilis,IND,0.053345982,1,22713544
22713547,Bird,Scotocerca inquieta,IND,6.44E-04,1,22713547
22713564,Bird,Prinia crinigera,IND,0.093233244,1,22713564
22713578,Bird,Prinia cinereocapilla,IND,0.267744985,1,22713578
22713581,Bird,Prinia buchanani,IND,0.806695534,1,22713581
22713584,Bird,Prinia rufescens,IND,0.065518522,1,22713584
22713587,Bird,Prinia hodgsonii,IND,0.570140309,1,22713587
22713590,Bird,Prinia gracilis,IND,0.280350119,1,22713590
22713595,Bird,Prinia sylvatica,IND,0.969239343,1,22713595
22713604,Bird,Prinia socialis,IND,0.910045805,1,22713604
22713615,Bird,Prinia inornata,IND,0.392040692,1,22713615
22714027,Bird,Zosterops erythropleurus,IND,1.50E-06,1,22714027
22714347,Bird,Cettia castaneocoronata,IND,0.138601465,1,22714347
22714350,Bird,Tesia olivea,IND,0.097882808,1,22714350
22714353,Bird,Tesia cyaniventer,IND,0.117989807,1,22714353
22714371,Bird,Hemitesia pallidipes,IND,0.227061491,1,22714371
22714408,Bird,Horornis fortipes,IND,0.087625256,1,22714408
22714423,Bird,Cettia major,IND,0.117693007,1,22714423
22714440,Bird,Cettia brunnifrons,IND,0.198643839,1,22714440
22714445,Bird,Cettia cetti,IND,0.013345969,1,22714445
22714523,Bird,Locustella major,IND,0.226104599,1,22714523
22714528,Bird,Locustella tacsanowskia,IND,0.023620412,1,22714528
22714533,Bird,Locustella luteoventris,IND,0.051581669,1,22714533
22714654,Bird,Locustella lanceolata,IND,0.01653538,1,22714654
22714657,Bird,Locustella naevia,IND,0.02217601,1,22714657
22714664,Bird,Helopsaltes certhiola,IND,0.009794445,1,22714664
22714693,Bird,Acrocephalus melanopogon,IND,0.055221543,1,22714693
22714709,Bird,Acrocephalus bistrigiceps,IND,0.027595388,1,22714709
22714714,Bird,Acrocephalus agricola,IND,0.126830206,1,22714714
22714719,Bird,Acrocephalus concinens,IND,0.075819108,1,22714719
22714736,Bird,Acrocephalus dumetorum,IND,0.124048395,1,22714736
22714871,Bird,Arundinax aedon,IND,0.129523363,1,22714871
22714891,Bird,Iduna caligata,IND,0.148387934,1,22714891
22714894,Bird,Iduna rama,IND,0.300901151,1,22714894
22714976,Bird,Phyllergates cucullatus,IND,0.091413964,1,22714976
22714982,Bird,Orthotomus sutorius,IND,0.421265048,1,22714982
22714985,Bird,Orthotomus atrogularis,IND,0.029005321,1,22714985
22715186,Bird,Leptopoecile sophiae,IND,0.077054194,1,22715186
22715190,Bird,Leptopoecile elegans,IND,0.00808858,1,22715190
22715249,Bird,Phylloscopus neglectus,IND,0.062559984,1,22715249
22715264,Bird,Phylloscopus fuscatus,IND,0.031460423,1,22715264
22715267,Bird,Phylloscopus fuligiventer,IND,0.149123691,1,22715267
22715270,Bird,Phylloscopus affinis,IND,0.486893174,1,22715270
22715278,Bird,Phylloscopus griseolus,IND,0.274280057,1,22715278
22715287,Bird,Phylloscopus pulcher,IND,0.118714232,1,22715287
22715290,Bird,Phylloscopus maculipennis,IND,0.143314581,1,22715290
22715305,Bird,Phylloscopus subviridis,IND,0.468015231,1,22715305
22715310,Bird,Phylloscopus inornatus,IND,0.01766668,1,22715310
22715329,Bird,Phylloscopus borealoides,IND,0.002438045,1,22715329
22715334,Bird,Phylloscopus magnirostris,IND,0.64739981,1,22715334
22715339,Bird,Phylloscopus tytleri,IND,0.722825951,1,22715339
22715344,Bird,Phylloscopus occipitalis,IND,0.77993713,1,22715344
22715369,Bird,Phylloscopus cantator,IND,0.319677403,1,22715369
22715423,Bird,Phylloscopus xanthoschistos,IND,0.564400614,1,22715423
22715430,Bird,Phylloscopus intermedius,IND,0.332903624,1,22715430
22715433,Bird,Phylloscopus poliogenys,IND,0.188080224,1,22715433
22715436,Bird,Phylloscopus castaniceps,IND,0.078384251,1,22715436
22715445,Bird,Tickellia hodgsoni,IND,0.25849873,1,22715445
22715451,Bird,Abroscopus albogularis,IND,0.040228024,1,22715451
22715454,Bird,Abroscopus schisticeps,IND,0.174098741,1,22715454
22715494,Bird,Megalurus palustris,IND,0.377076102,1,22715494
22715559,Bird,Schoenicola striatus,IND,0.929670139,1,22715559
22715577,Bird,Schoenicola platyurus,IND,1,1,22715577
22715608,Bird,Garrulax monileger,IND,0.073291697,1,22715608
22715611,Bird,Pterorhinus pectoralis,IND,0.076530746,1,22715611
22715620,Bird,Grammatoptila striata,IND,0.408449641,1,22715620
22715636,Bird,Pterorhinus ruficollis,IND,0.45342506,1,22715636
22715639,Bird,Pterorhinus nuchalis,IND,0.27485319,1,22715639
22715653,Bird,Pterorhinus delesserti,IND,1,1,22715653
22715656,Bird,Pterorhinus gularis,IND,0.503368256,1,22715656
22715669,Bird,Ianthocincla rufogularis,IND,0.545457077,1,22715669
22715682,Bird,Ianthocincla ocellata,IND,0.065817056,1,22715682
22715685,Bird,Pterorhinus caerulatus,IND,0.387990566,1,22715685
22715707,Bird,Pterorhinus sannio,IND,0.013045218,1,22715707
22715726,Bird,Trochalopteron virgatum,IND,0.524603005,1,22715726
22715729,Bird,Trochalopteron austeni,IND,0.631443266,1,22715729
22715732,Bird,Trochalopteron squamatum,IND,0.23514717,1,22715732
22715735,Bird,Trochalopteron subunicolor,IND,0.175214768,1,22715735
22715738,Bird,Trochalopteron elliotii,IND,0.011215464,1,22715738
22715741,Bird,Trochalopteron variegatum,IND,0.348317512,1,22715741
22715744,Bird,Trochalopteron henrici,IND,0.017145664,1,22715744
22715747,Bird,Trochalopteron affine,IND,0.092477791,1,22715747
22715811,Bird,Malacocincla abbotti,IND,0.062983552,1,22715811
22715853,Bird,Pellorneum albiventre,IND,0.254126848,1,22715853
22715856,Bird,Pellorneum palustre,IND,0.904652781,1,22715856
22715859,Bird,Pellorneum ruficeps,IND,0.322092074,1,22715859
