"LOCALITY.ID","group.id","month","timegroups"
"L18825744","S110803849",10,"before 2000"
"L18825744","S110803581",10,"before 2000"
"L18825779","S127435330",11,"before 2000"
"L18825779","S127438845",11,"before 2000"
"L18825779","S127435218",11,"before 2000"
"L18825864","S127722878",11,"before 2000"
"L18825779","S127438549",11,"before 2000"
"L18825864","S127721673",11,"before 2000"
"L18825864","S127723041",11,"before 2000"
"L18825864","S127724238",11,"before 2000"
"L18825779","S127439288",11,"before 2000"
"L18825864","S127723353",11,"before 2000"
"L18825864","S127721898",11,"before 2000"
"L18825890","S128850641",11,"before 2000"
"L18825890","S129120551",11,"before 2000"
"L18825830","S127509899",11,"before 2000"
"L18825830","S108814853",11,"before 2000"
"L18825830","S127509235",11,"before 2000"
"L18825830","S127511181",11,"before 2000"
"L18825830","S127511672",11,"before 2000"
"L18825830","S127512926",11,"before 2000"
"L18825830","S127510101",11,"before 2000"
"L18825830","S127512466",11,"before 2000"
"L18825890","S129117851",12,"before 2000"
"L18825890","S128850898",12,"before 2000"
"L18825890","S129124744",12,"before 2000"
"L18825890","S128851135",12,"before 2000"
"L18825890","S129121918",12,"before 2000"
"L18825890","S129119337",12,"before 2000"
"L54897317","S283428600",6,"before 2000"
"L54897317","S283434986",7,"before 2000"
"L54897317","S283434009",7,"before 2000"
"L54897317","S285715500",3,"before 2000"
"L54897317","S283438045",11,"before 2000"
"L54897317","S283446147",11,"before 2000"
"L54897317","S283435924",11,"before 2000"
"L54897317","S283444600",11,"before 2000"
"L54897317","S283449211",6,"before 2000"
"L54897317","S283450364",6,"before 2000"
"L54897317","S283446894",6,"before 2000"
"L7540731","S46402183",12,"before 2000"
"L7534286","S46377147",12,"before 2000"
"L7536291","S46381366",12,"before 2000"
"L16324663","S94357442",5,"before 2000"
"L16306534","S94357115",5,"before 2000"
"L16306534","S94262334",5,"before 2000"
"L3142199","S20446967",6,"before 2000"
"L9434980","S57216178",10,"before 2000"
"L3149103","G1062524",10,"before 2000"
"L3149103","S20447014",11,"before 2000"
"L9434397","S57213905",11,"before 2000"
"L3140635","G1062523",11,"before 2000"
"L3140635","S285400122",11,"before 2000"
"L9398520","S57213654",12,"before 2000"
"L3140861","S20447156",1,"before 2000"
"L3140046","S20447120",1,"before 2000"
"L3142200","G1062522",1,"before 2000"
"L3140861","G1062521",2,"before 2000"
"L54834606","S283099275",10,"before 2000"
"L3229231","S72744104",10,"before 2000"
"L9434397","S283080203",11,"before 2000"
"L2472491","S72744477",2,"before 2000"
"L3146611","S20424119",2,"before 2000"
"L2472491","S72744571",3,"before 2000"
"L3140861","S20424039",2,"before 2000"
"L55370733","S285717624",6,"before 2000"
"L3140046","S20473171",1,"before 2000"
"L3146611","S20437370",1,"before 2000"
"L3141164","S20437365",2,"before 2000"
"L3142199","S20437366",2,"before 2000"
"L3146611","S20437352",10,"before 2000"
"L3140635","S20464278",1,"before 2000"
"L3140836","S20464257",2,"before 2000"
"L9552604","S57776678",6,"before 2000"
"L3143406","S20464313",7,"before 2000"
"L2649058","S120935515",7,"before 2000"
"L3146501","S20472917",7,"before 2000"
"L3146501","S20472922",7,"before 2000"
"L3140836","S20472927",7,"before 2000"
"L8036787","S120935130",7,"before 2000"
"L3140803","S20472931",7,"before 2000"
"L3140873","S20464286",7,"before 2000"
"L3142235","S20464251",8,"before 2000"
"L2481902","S120935861",8,"before 2000"
"L4417408","S120936273",8,"before 2000"
"L3199143","S57776728",8,"before 2000"
"L3140861","S20500234",9,"before 2000"
"L3143478","S20500342",9,"before 2000"
"L3152819","S20472964",9,"before 2000"
"L3049127","S120934840",9,"before 2000"
"L2747601","S120934484",9,"before 2000"
"L3141164","S20485680",10,"before 2000"
"L3202452","S114092999",11,"before 2000"
"L3770708","S99799823",11,"before 2000"
"L2472492","S99801077",12,"before 2000"
"L17271575","S99800484",12,"before 2000"
"L3140635","S114280922",12,"before 2000"
"L3140635","S114281191",12,"before 2000"
"L3142200","S20464359",1,"before 2000"
"L3142197","S20472976",1,"before 2000"
"L4834494","S57776762",2,"before 2000"
"L3142199","S20485704",2,"before 2000"
"L4417408","S57776873",6,"before 2000"
"L3229231","S99801962",7,"before 2000"
"L3770708","S99800189",12,"before 2000"
"L3202452","S114093601",1,"before 2000"
"L3140635","S114281442",1,"before 2000"
"L3202452","S114094352",3,"before 2000"
"L8036787","S99801672",3,"before 2000"
"L9537695","S99800903",4,"before 2000"
"L2649058","S57854382",8,"before 2000"
"L9422626","S57705914",10,"before 2000"
"L2638829","S114282174",11,"before 2000"
"L3141164","S20437179",11,"before 2000"
"L9569532","S57854274",12,"before 2000"
"L3202452","S114094797",12,"before 2000"
"L9569545","S57854319",12,"before 2000"
"L3140873","S20437172",12,"before 2000"
"L3140635","S20399392",1,"before 2000"
"L3202452","S57778208",3,"before 2000"
"L3140635","S57779623",3,"before 2000"
"L2676577","S57779372",3,"before 2000"
"L2676577","S57779393",3,"before 2000"
"L9564806","S57830063",4,"before 2000"
"L9564806","S57830092",4,"before 2000"
"L4451280","S57829935",4,"before 2000"
"L4417408","S57883286",8,"before 2000"
"L953947","S114083115",9,"before 2000"
"L2638829","S57883347",10,"before 2000"
"L2472492","S20399286",11,"before 2000"
"L2472492","S99801225",11,"before 2000"
"L3143492","S20399287",11,"before 2000"
"L2676577","S20399285",11,"before 2000"
"L3156587","S20399277",12,"before 2000"
"L3142199","S20399284",12,"before 2000"
"L3202452","S34123713",3,"before 2000"
"L2676577","S20399217",3,"before 2000"
"L3202452","S34124836",4,"before 2000"
"L953947","S34124707",5,"before 2000"
"L3140873","S20377755",5,"before 2000"
"L953947","S114084300",6,"before 2000"
"L8036787","S57705542",6,"before 2000"
"L3141164","S20377752",7,"before 2000"
"L2676577","S20377749",7,"before 2000"
"L2676577","S20377750",7,"before 2000"
"L3140876","S20377735",9,"before 2000"
"L3152819","S20377736",9,"before 2000"
"L3140861","S20377727",10,"before 2000"
"L3202452","S57883379",10,"before 2000"
"L3199143","S57883244",11,"before 2000"
"L3140873","S20399172",11,"before 2000"
"L4836163","S57067224",12,"before 2000"
"L9404379","S57067178",12,"before 2000"
"L9404415","S57067385",12,"before 2000"
"L3186129","S20724404",12,"before 2000"
"L9404433","S57067464",12,"before 2000"
"L9404401","S57067265",12,"before 2000"
"L3049127","S20749625",12,"before 2000"
"L3140635","S56573200",12,"before 2000"
"L3140635","S56573654",12,"before 2000"
"L3140635","S56573951",12,"before 2000"
"L3140861","S20399118",3,"before 2000"
"L3140635","S114281824",6,"before 2000"
"L3140861","S20500283",8,"before 2000"
"L3140861","S20399050",10,"before 2000"
"L3140861","S20399051",10,"before 2000"
"L3140861","S20399038",11,"before 2000"
"L2638829","S57047316",12,"before 2000"
"L3140861","S20399036",12,"before 2000"
"L3140861","S20399033",12,"before 2000"
"L3140635","S57043158",12,"before 2000"
"L2676577","S57043095",12,"before 2000"
"L3199152","S57080635",1,"before 2000"
"L3229231","S57081002",5,"before 2000"
"L3202452","S57157835",6,"before 2000"
"L9422626","S57157749",6,"before 2000"
"L3202452","S57157661",6,"before 2000"
"L3202452","S57157553",6,"before 2000"
"L953947","S114084815",7,"before 2000"
"L2638829","S114282264",11,"before 2000"
"L953947","S114082395",11,"before 2000"
"L3140635","S57933500",11,"before 2000"
"L3202452","S50096675",6,"before 2000"
"L11361885","S68587772",2,"before 2000"
"L2638829","S57025560",11,"before 2000"
"L2638829","S282032657",11,"before 2000"
"L2638829","S57025498",11,"before 2000"
"L2638829","S57025623",11,"before 2000"
