"COMMON.NAME","timegroupsf","timegroups","mean_trans","se_trans","lci","mean","rci","lci_std","mean_std","rci_std","lci_std_2014","mean_std_2014","rci_std_2014"
"Coppersmith Barbet","2019",2019,-2.13781222104097,0.0805805892477061,0.0957829364244056,0.111226207597621,0.128976740726868,87.4296388869433,109.280096053434,137.152288095728,87.3079642743399,109.48978196423,135.578132893697
"Coppersmith Barbet","2020",2020,-2.14740103352367,0.0806301896215956,0.0949049334044744,0.110225562989665,0.127839782877505,86.0168486475255,108.29695960354,136.461324400273,88.439982993953,108.504759078751,133.219893372753
"Coppersmith Barbet","2021",2021,-2.23080501883602,0.0818980249412131,0.0874462958797056,0.10187130008392,0.118517242517809,80.5949710721484,100.088870228613,125.565937106376,79.7975199709248,100.280920077326,122.992451206767
"Blue-eared Barbet","before 2000",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blue-eared Barbet","2000-2006",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blue-eared Barbet","2007-2010",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blue-eared Barbet","2011-2012",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blue-eared Barbet","2013",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blue-eared Barbet","2014",2014,-3.57729305717381,0.154863298562135,0.0204223726799725,0.0275642362778889,0.0371558840700603,100,100,100,100,100,100
"Blue-eared Barbet","2015",2015,-3.9585109104542,0.178144078732468,0.0133745962788763,0.0189104332647644,0.026706381810225,43.8720420592015,68.6049599710248,108.693990638451,43.1848984624565,68.6049599710248,111.170900844871
"Blue-eared Barbet","2016",2016,-3.49901591682469,0.140032264690174,0.0227101534002406,0.0297748439546785,0.038992983883419,71.8211646009126,108.01984010913,163.652250307871,73.9255124655749,108.01984010913,162.403653635515
"Blue-eared Barbet","2017",2017,-3.77516227382,0.143581697906462,0.0171591459704069,0.0226723979386372,0.029929904557197,54.7727021264485,82.2529516510648,122.520958638745,54.9685815296113,82.2529516510648,125.720930146223
"Blue-eared Barbet","2018",2018,-3.70631239211768,0.136485066589834,0.0186257713368922,0.0242686176114472,0.0315932974723642,59.5091759065432,88.0438600467035,129.040172826335,58.9899136113992,88.0438600467035,131.097599318286
"Blue-eared Barbet","2019",2019,-3.3410316870422,0.132163995883948,0.0269518623991792,0.0347811509009193,0.0448318464335958,85.5695118128158,126.182167901454,188.138830704538,82.9576190433738,126.182167901454,182.505252625127
"Blue-eared Barbet","2020",2020,-3.69835587573923,0.117504788896161,0.0194777187370443,0.0244600910250547,0.0306968594984513,61.0579054763659,88.7385044100632,129.131932617009,61.8509408050265,88.7385044100632,128.795674048712
"Blue-eared Barbet","2021",2021,-3.39466262649814,0.115455625981656,0.0264022942403583,0.0329952503227432,0.0411993863897606,84.517514716097,119.703118164064,174.375980184363,82.1210684076067,119.703118164064,171.042581602599
"Great Barbet","before 2000",1992,-3.13388581171227,0.103997545432171,0.0348944550494475,0.0426136387671254,0.0519938933303681,100,100,100,NA,NA,NA
"Great Barbet","2000-2006",2003,-2.67711974384136,0.105979217102675,0.0543320562258267,0.0664501518880424,0.081152934638355,117.079176954308,155.936347635504,206.466293248413,NA,NA,NA
"Great Barbet","2007-2010",2009,-2.71757918078799,0.0989939906660554,0.0529356491514417,0.0639013553538657,0.0770446353567504,114.819048170888,149.955172105985,196.672837315962,NA,NA,NA
"Great Barbet","2011-2012",2012,-2.70410607210187,0.0993534998794092,0.0535973278813488,0.0647394522536777,0.0781006194796441,117.130218774221,151.921906053283,203.035457503389,NA,NA,NA
"Great Barbet","2013",2013,-2.60535037924514,0.0982220449335912,0.0591203044407211,0.0712143024899275,0.0856675231779659,127.492360943993,167.116220417362,213.222692823123,NA,NA,NA
"Great Barbet","2014",2014,-2.74563159289157,0.0941975262804844,0.051983359629571,0.0621898366871141,0.0743204211216833,112.800498594687,145.938808527872,192.969656195588,100,100,100
